,level_0,index,up_count,down_count,total_count,polar_score,polarity
295,895,회복/NNG;발목/NNG;잡/VV,18.0,10.0,28.0,1.6747430346696632,Hawkish
296,896,대출/NNG;높/VA,18.0,12.0,30.0,1.3956191955580526,Hawkish
297,897,하방/NNG;경직/NNG;강화/NNG,18.0,6.0,24.0,2.791238391116105,Hawkish
298,898,채권/NNG;가격/NNG;부담/NNG,18.0,9.0,27.0,1.8608255940774037,Hawkish
299,900,심리/NNG;상승/NNG,18.0,9.0,27.0,1.8608255940774037,Hawkish
300,902,인플레이션/NNG;압력/NNG;높/VV,18.0,10.0,28.0,1.6747430346696632,Hawkish
301,903,바닥/NNG;탈출/NNG,18.0,6.0,24.0,2.791238391116105,Hawkish
302,908,완화/NNG;축소/NNG,18.0,7.0,25.0,2.39249004952809,Hawkish
303,909,집값/NNG;내리/VV,18.0,8.0,26.0,2.093428793337079,Hawkish
304,910,경제/NNG;이중침체/NNG,18.0,10.0,28.0,1.6747430346696632,Hawkish
305,913,순이자마진/NNG;개선/NNG,18.0,7.0,25.0,2.39249004952809,Hawkish
306,917,견실/NNG;성장/NNG,18.0,4.0,22.0,4.186857586674158,Hawkish
307,921,경제/NNG;호황/NNG,18.0,8.0,26.0,2.093428793337079,Hawkish
308,923,인플레이션/NNG;위험/NNG;높/VA,18.0,5.0,23.0,3.3494860693393265,Hawkish
309,933,인상/NNG;확산/NNG,17.0,3.0,20.0,5.27233918321931,Hawkish
310,934,신용등급/NNG;안정/NNG,17.0,11.0,28.0,1.437910686332539,Hawkish
311,936,fed/NNG;인플레이션/NNG;억제/NNG,17.0,4.0,21.0,3.9542543874144824,Hawkish
312,937,gdp/NNG;갭/NNG;플러스/NNG,17.0,8.0,25.0,1.9771271937072412,Hawkish
313,938,성장/NNG;확대/NNG,17.0,11.0,28.0,1.437910686332539,Hawkish
314,939,fed/NNG;인플레이션/NNG;우려/NNG,17.0,12.0,29.0,1.3180847958048274,Hawkish
315,944,인플레이션/NNG;심리/NNG;높/VA,17.0,4.0,21.0,3.9542543874144824,Hawkish
316,947,인상/NNG;불확실성/NNG;해소/NNG,17.0,3.0,20.0,5.27233918321931,Hawkish
317,948,비용/NNG;하락/NNG,17.0,10.0,27.0,1.581701754965793,Hawkish
318,950,원유/NNG;가격/NNG;상승/NNG,17.0,6.0,23.0,2.636169591609655,Hawkish
319,953,경제/NNG;최악/NNG,17.0,9.0,26.0,1.7574463944064367,Hawkish
320,955,정책/NNG;인상/NNG,17.0,8.0,25.0,1.9771271937072412,Hawkish
321,960,인상/NNG;제한/NNG,17.0,10.0,27.0,1.581701754965793,Hawkish
322,962,완화/NNG;줄/VV,17.0,3.0,20.0,5.27233918321931,Hawkish
323,964,불이행/NNG;위험/NNG,17.0,8.0,25.0,1.9771271937072412,Hawkish
324,965,달러엔/NNG;환율/NNG;하락/NNG,17.0,7.0,24.0,2.2595739356654185,Hawkish
325,966,둔화/NNG;인상/NNG,17.0,12.0,29.0,1.3180847958048274,Hawkish
326,967,어렵/VA;우려/NNG,17.0,12.0,29.0,1.3180847958048274,Hawkish
327,972,가계/NNG;부담/NNG;늘/VV,17.0,8.0,25.0,1.9771271937072412,Hawkish
328,974,인플레이션/NNG;우려/NNG;완화/NNG,17.0,7.0,24.0,2.2595739356654185,Hawkish
329,976,하락/NNG;둔화/NNG,17.0,10.0,27.0,1.581701754965793,Hawkish
330,980,유가/NNG;고공행진/NNG,17.0,9.0,26.0,1.7574463944064367,Hawkish
331,984,경제/NNG;성장/NNG;저해/NNG,17.0,9.0,26.0,1.7574463944064367,Hawkish
332,985,수출/NNG;경쟁력/NNG;약화/NNG,17.0,11.0,28.0,1.437910686332539,Hawkish
333,986,부동산/NNG;억제/NNG,17.0,11.0,28.0,1.437910686332539,Hawkish
334,987,가격/NNG;상승/NNG;압력/NNG,17.0,10.0,27.0,1.581701754965793,Hawkish
335,991,고용/NNG;감소/NNG,17.0,8.0,25.0,1.9771271937072412,Hawkish
336,994,부동산/NNG;pf/NNG;부실/NNG,16.0,2.0,18.0,7.443302376309614,Hawkish
337,996,인플레이션/NNG;압력/NNG;억제/NNG,16.0,11.0,27.0,1.3533277047835661,Hawkish
338,998,소비/NNG;많/VA,16.0,10.0,26.0,1.4886604752619226,Hawkish
339,1001,위험/NNG;증대/NNG,16.0,9.0,25.0,1.6540671947354697,Hawkish
340,1003,시중/NNG;유동성/NNG;흡수/NNG,16.0,10.0,26.0,1.4886604752619226,Hawkish
341,1004,은행/NNG;대출/NNG;증가/NNG,16.0,10.0,26.0,1.4886604752619226,Hawkish
342,1006,국채선물시장/NNG;소폭/MAG;하락/NNG,16.0,10.0,26.0,1.4886604752619226,Hawkish
343,1007,내수/NNG;증가/NNG,16.0,7.0,23.0,2.1266578218027465,Hawkish
344,1010,주택구입/NNG;부담/NNG,16.0,1.0,17.0,14.886604752619228,Hawkish
345,1012,높/VA;고평가/NNG,16.0,10.0,26.0,1.4886604752619226,Hawkish
346,1013,마진/NNG;축소/NNG,16.0,10.0,26.0,1.4886604752619226,Hawkish
347,1015,둔화/NNG;우려/NNG;높/VA,16.0,7.0,23.0,2.1266578218027465,Hawkish
348,1016,신용/NNG;대출/NNG;확대/NNG,16.0,11.0,27.0,1.3533277047835661,Hawkish
349,1025,인상/NNG;유보/NNG,16.0,6.0,22.0,2.4811007921032044,Hawkish
350,1028,부동산/NNG;거래/NNG;활성화/NNG,16.0,11.0,27.0,1.3533277047835661,Hawkish
351,1030,수익성/NNG;확보/NNG,16.0,9.0,25.0,1.6540671947354697,Hawkish
352,1032,채권/NNG;발행/NNG;늘/VV,16.0,6.0,22.0,2.4811007921032044,Hawkish
353,1035,인상/NNG;압력/NNG;높/VA,16.0,3.0,19.0,4.962201584206409,Hawkish
354,1036,경제/NNG;거품/NNG,16.0,10.0,26.0,1.4886604752619226,Hawkish
355,1037,회복/NNG;강하/VA,16.0,7.0,23.0,2.1266578218027465,Hawkish
356,1038,성장/NNG;물가/NNG;안정/NNG,16.0,10.0,26.0,1.4886604752619226,Hawkish
357,1041,국민/NNG;부담/NNG,16.0,11.0,27.0,1.3533277047835661,Hawkish
358,1045,높/VA;마이너스/NNG,16.0,9.0,25.0,1.6540671947354697,Hawkish
359,1046,견조/NNG;증가/NNG,16.0,9.0,25.0,1.6540671947354697,Hawkish
360,1049,물가/NNG;상승/NNG;압력/NNG;높/VA;않/VX,16.0,9.0,25.0,1.6540671947354697,Hawkish
361,1050,예상/NNG;벗어나/VV;않/VX,16.0,8.0,24.0,1.8608255940774034,Hawkish
362,1054,인플레이션/NNG;성장/NNG,16.0,9.0,25.0,1.6540671947354697,Hawkish
363,1059,충분히/MAG;완화/NNG,16.0,4.0,20.0,3.721651188154807,Hawkish
364,1063,경제/NNG;불확실성/NNG;크/VV,16.0,5.0,21.0,2.977320950523845,Hawkish
365,1065,인상/NNG;확대/NNG,16.0,3.0,19.0,4.962201584206409,Hawkish
366,1066,정치/NNG;압박/NNG,15.0,10.0,25.0,1.3956191955580528,Hawkish
367,1068,대외/NNG;불확실성/NNG;높/VA,15.0,4.0,19.0,3.489047988895132,Hawkish
368,1069,하락/NNG;그치/VV,15.0,10.0,25.0,1.3956191955580528,Hawkish
369,1072,우려/NNG;증가/NNG,15.0,6.0,21.0,2.3260319925967545,Hawkish
370,1077,인상/NNG;선호/NNG,15.0,9.0,24.0,1.550687995064503,Hawkish
371,1082,부실/NNG;확대/NNG,15.0,8.0,23.0,1.744523994447566,Hawkish
372,1088,성장/NNG;가능성/NNG;높/VA,15.0,7.0,22.0,1.9937417079400752,Hawkish
373,1090,인상/NNG;보류/NNG,15.0,8.0,23.0,1.744523994447566,Hawkish
374,1093,높/VA;선호/NNG,15.0,2.0,17.0,6.978095977790264,Hawkish
375,1095,회복/NNG;불확실성/NNG,15.0,9.0,24.0,1.550687995064503,Hawkish
376,1096,회복/NNG;가속/NNG,15.0,9.0,24.0,1.550687995064503,Hawkish
377,1098,유동성/NNG;억제/NNG,15.0,6.0,21.0,2.3260319925967545,Hawkish
378,1104,가격/NNG;상승/NNG;둔화/NNG,15.0,5.0,20.0,2.7912383911161056,Hawkish
379,1105,산업/NNG;생산/NNG;호조/NNG,15.0,5.0,20.0,2.7912383911161056,Hawkish
380,1107,경영/NNG;부담/NNG,15.0,7.0,22.0,1.9937417079400752,Hawkish
381,1114,안정/NNG;위협/NNG,15.0,4.0,19.0,3.489047988895132,Hawkish
382,1117,과도/NNG;긴축/NNG,15.0,7.0,22.0,1.9937417079400752,Hawkish
383,1123,집값/NNG;떨어/VV,15.0,7.0,22.0,1.9937417079400752,Hawkish
384,1124,인상/NNG;사이클/NNG;종료/NNG,15.0,4.0,19.0,3.489047988895132,Hawkish
385,1125,수입/NNG;물가/NNG;오르/VV,15.0,9.0,24.0,1.550687995064503,Hawkish
386,1127,부동산/NNG;가격/NNG;잡/VV,15.0,8.0,23.0,1.744523994447566,Hawkish
387,1129,실적/NNG;넘/VV,15.0,3.0,18.0,4.652063985193509,Hawkish
388,1133,fed/NNG;물가/NNG;상승/NNG,15.0,8.0,23.0,1.744523994447566,Hawkish
389,1134,회복/NNG;어렵/VA,15.0,10.0,25.0,1.3956191955580528,Hawkish
390,1135,물가/NNG;통제/NNG,15.0,8.0,23.0,1.744523994447566,Hawkish
391,1136,산업/NNG;성장/NNG,15.0,9.0,24.0,1.550687995064503,Hawkish
392,1137,물가/NNG;상승률/NNG;억제/NNG,15.0,8.0,23.0,1.744523994447566,Hawkish
393,1142,디플레이션/NNG;종료/NNG,15.0,4.0,19.0,3.489047988895132,Hawkish
394,1143,회복/NNG;둔화/NNG;우려/NNG,15.0,8.0,23.0,1.744523994447566,Hawkish
395,1144,플래트닝/NNG,15.0,10.0,25.0,1.3956191955580528,Hawkish
396,1146,가계/NNG;부채/NNG;관리/NNG;강화/NNG,15.0,4.0,19.0,3.489047988895132,Hawkish
397,1148,주택시장/NNG;불안/NNG,15.0,5.0,20.0,2.7912383911161056,Hawkish
398,1150,회복/NNG;찬물/NNG,15.0,6.0,21.0,2.3260319925967545,Hawkish
399,1151,성장/NNG;불확실성/NNG,15.0,4.0,19.0,3.489047988895132,Hawkish
400,1152,국고채/NNG;급락/NNG,15.0,9.0,24.0,1.550687995064503,Hawkish
401,1159,인플레이션/NNG;급등/NNG,15.0,7.0,22.0,1.9937417079400752,Hawkish
402,1160,안정/NNG;경제/NNG;성장/NNG,15.0,8.0,23.0,1.744523994447566,Hawkish
403,1161,가계/NNG;신용위험/NNG,14.0,5.0,19.0,2.6051558317083647,Hawkish
404,1162,새롭/VA;모멘텀/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
405,1163,예상밖/NNG;상승/NNG,14.0,2.0,16.0,6.5128895792709125,Hawkish
406,1164,물가/NNG;압력/NNG;완화/NNG,14.0,6.0,20.0,2.170963193090304,Hawkish
407,1165,심리/NNG;악영향/NNG,14.0,10.0,24.0,1.3025779158541824,Hawkish
408,1166,예상/NNG;늦/VV,14.0,5.0,19.0,2.6051558317083647,Hawkish
409,1167,부채/NNG;감축/NNG,14.0,9.0,23.0,1.447308795393536,Hawkish
410,1168,물가/NNG;예상/NNG;높/VA,14.0,3.0,17.0,4.341926386180608,Hawkish
411,1169,안정성/NNG;저해/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
412,1171,디플레이션/NNG;탈피/NNG,14.0,6.0,20.0,2.170963193090304,Hawkish
413,1172,인플레이션/NNG;인상/NNG,14.0,8.0,22.0,1.6282223948177281,Hawkish
414,1174,신용/NNG;낮/VA,14.0,9.0,23.0,1.447308795393536,Hawkish
415,1175,펀더멘털/NNG;좋/VA,14.0,8.0,22.0,1.6282223948177281,Hawkish
416,1177,회복/NNG;인상/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
417,1178,안정/NNG;저해/NNG,14.0,8.0,22.0,1.6282223948177281,Hawkish
418,1179,ecb/NNG;양적완화/NNG;종료/NNG,14.0,3.0,17.0,4.341926386180608,Hawkish
419,1181,통화정책/NNG;물가/NNG;안정/NNG,14.0,6.0,20.0,2.170963193090304,Hawkish
420,1189,인플레이션/NNG;부진/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
421,1193,물가/NNG;상승/NNG;부담/NNG,14.0,8.0,22.0,1.6282223948177281,Hawkish
422,1194,소비/NNG;억제/NNG,14.0,5.0,19.0,2.6051558317083647,Hawkish
423,1196,하락/NNG;압박/NNG,14.0,10.0,24.0,1.3025779158541824,Hawkish
424,1197,회복/NNG;약화/NNG,14.0,2.0,16.0,6.5128895792709125,Hawkish
425,1199,주택/NNG;하락/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
426,1201,가격/NNG;하락/NNG;확대/NNG,14.0,6.0,20.0,2.170963193090304,Hawkish
427,1204,유동성/NNG;관리/NNG;강화/NNG,14.0,3.0,17.0,4.341926386180608,Hawkish
428,1206,소비/NNG;증대/NNG,14.0,10.0,24.0,1.3025779158541824,Hawkish
429,1216,둔화/NNG;인플레이션/NNG;압력/NNG,14.0,5.0,19.0,2.6051558317083647,Hawkish
430,1217,서브프라임/NNG;충격/NNG,14.0,2.0,16.0,6.5128895792709125,Hawkish
431,1218,하락/NNG;환율/NNG;상승/NNG,14.0,6.0,20.0,2.170963193090304,Hawkish
432,1224,순이자마진/NNG;상승/NNG,14.0,8.0,22.0,1.6282223948177281,Hawkish
433,1230,가격/NNG;하락/NNG;우려/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
434,1234,인플레이션/NNG;압력/NNG;둔화/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
435,1235,건설/NNG;증가/NNG,14.0,9.0,23.0,1.447308795393536,Hawkish
436,1236,인상/NNG;끝/NNG,14.0,4.0,18.0,3.2564447896354562,Hawkish
437,1237,대출/NNG;조건/NNG;강화/NNG,14.0,6.0,20.0,2.170963193090304,Hawkish
438,1239,채권시장/NNG;국고채/NNG;하락/NNG,14.0,4.0,18.0,3.2564447896354562,Hawkish
439,1241,긴축/NNG;효과/NNG,14.0,10.0,24.0,1.3025779158541824,Hawkish
440,1242,통화정책/NNG;불확실성/NNG;해소/NNG,14.0,3.0,17.0,4.341926386180608,Hawkish
441,1243,물량/NNG;많/VA;않/VX,14.0,10.0,24.0,1.3025779158541824,Hawkish
442,1244,글로벌/NNG;경제/NNG;불확실성/NNG,14.0,9.0,23.0,1.447308795393536,Hawkish
443,1245,절상/NNG;우려/NNG,14.0,9.0,23.0,1.447308795393536,Hawkish
444,1248,채권/NNG;가격/NNG;약세/NNG,14.0,8.0,22.0,1.6282223948177281,Hawkish
445,1251,수요/NNG;감소/NNG;우려/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
446,1254,둔화/NNG;가속/NNG,14.0,8.0,22.0,1.6282223948177281,Hawkish
447,1255,판매/NNG;급증/NNG,14.0,7.0,21.0,1.8608255940774034,Hawkish
448,1256,부동산/NNG;pf/NNG;대출/NNG;부실/NNG,14.0,3.0,17.0,4.341926386180608,Hawkish
449,1260,저축/NNG;늘/VV,14.0,10.0,24.0,1.3025779158541824,Hawkish
450,1263,민평/NNG;웃돌/VV,14.0,9.0,23.0,1.447308795393536,Hawkish
451,1264,통화/NNG;완화정책/NNG;종료/NNG,14.0,5.0,19.0,2.6051558317083647,Hawkish
452,1272,국고채/NNG;내리/VV;국고채/NNG;내리/VV,13.0,4.0,17.0,3.0238415903757807,Hawkish
453,1274,인상/NNG;물가/NNG;상승/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
454,1277,소비/NNG;둔화/NNG;우려/NNG,13.0,3.0,16.0,4.031788787167708,Hawkish
455,1280,경제/NNG;수출/NNG;호조/NNG,13.0,4.0,17.0,3.0238415903757807,Hawkish
456,1282,불황/NNG;빠지/VV,13.0,4.0,17.0,3.0238415903757807,Hawkish
457,1289,물가/NNG;상승/NNG;일시적/VAX,13.0,3.0,16.0,4.031788787167708,Hawkish
458,1290,인상/NNG;긍정적/VAX,13.0,6.0,19.0,2.015894393583854,Hawkish
459,1291,연체율/NNG;높/VA,13.0,9.0,22.0,1.3439295957225692,Hawkish
460,1292,실적/NNG;하향/NNG,13.0,7.0,20.0,1.727909480214732,Hawkish
461,1295,경제/NNG;우려/NNG;크/VV,13.0,8.0,21.0,1.5119207951878904,Hawkish
462,1296,하락/NNG;원화/NNG;강세/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
463,1297,대출비중/NNG;늘/VV,13.0,7.0,20.0,1.727909480214732,Hawkish
464,1298,디플레이션/NNG;물가/NNG;하락/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
465,1301,피해/NNG;막/VV,13.0,8.0,21.0,1.5119207951878904,Hawkish
466,1303,예상/NNG;둔화/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
467,1306,인상/NNG;최대/NNG,13.0,9.0,22.0,1.3439295957225692,Hawkish
468,1308,인상/NNG;늘/VV,13.0,8.0,21.0,1.5119207951878904,Hawkish
469,1311,매출/NNG;호조/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
470,1313,긍정적/VAX;모멘텀/NNG,13.0,9.0,22.0,1.3439295957225692,Hawkish
471,1314,인상/NNG;낮/VA,13.0,7.0,20.0,1.727909480214732,Hawkish
472,1319,여력/NNG;감소/NNG,13.0,6.0,19.0,2.015894393583854,Hawkish
473,1320,심리/NNG;제한/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
474,1322,근원/NNG;인플레이션/NNG;상승/NNG,13.0,5.0,18.0,2.4190732723006247,Hawkish
475,1326,좋/VA;인상/NNG,13.0,9.0,22.0,1.3439295957225692,Hawkish
476,1332,생산/NNG;확대/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
477,1333,수익/NNG;증대/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
478,1334,침체/NNG;끝/NNG,13.0,5.0,18.0,2.4190732723006247,Hawkish
479,1340,물가/NNG;상승/NNG;견인/NNG,13.0,3.0,16.0,4.031788787167708,Hawkish
480,1341,세계/NNG;경제/NNG;위협/NNG,13.0,5.0,18.0,2.4190732723006247,Hawkish
481,1346,개인/NNG;소득/NNG;증가/NNG,13.0,3.0,16.0,4.031788787167708,Hawkish
482,1347,물가/NNG;고점/NNG,13.0,3.0,16.0,4.031788787167708,Hawkish
483,1354,긴축정책/NNG;강화/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
484,1356,강하/VA;하방/NNG;경직/NNG,13.0,5.0,18.0,2.4190732723006247,Hawkish
485,1360,소비/NNG;성장/NNG,13.0,7.0,20.0,1.727909480214732,Hawkish
486,1361,인상/NNG;우려/NNG;크/VV,13.0,8.0,21.0,1.5119207951878904,Hawkish
487,1364,경제/NNG;성장률/NNG;상향/NNG,13.0,4.0,17.0,3.0238415903757807,Hawkish
488,1365,인플레이션/NNG;상승/NNG;우려/NNG,13.0,8.0,21.0,1.5119207951878904,Hawkish
489,1367,불확실성/NNG;걷/VV,13.0,8.0,21.0,1.5119207951878904,Hawkish
490,1372,국채선물/NNG;급등/NNG,13.0,9.0,22.0,1.3439295957225692,Hawkish
491,1373,인상/NNG;넘/VV,13.0,9.0,22.0,1.3439295957225692,Hawkish
492,1374,채권시장/NNG;충격/NNG,13.0,9.0,22.0,1.3439295957225692,Hawkish
493,1376,부진/NNG;않/VX,13.0,3.0,16.0,4.031788787167708,Hawkish
494,1378,비우량/NNG;주택담보대출/NNG;부실/NNG,13.0,3.0,16.0,4.031788787167708,Hawkish
495,1380,부채/NNG;확대/NNG,13.0,7.0,20.0,1.727909480214732,Hawkish
496,1384,fed/NNG;매파/NNG;통화/NNG;긴축/NNG;선호/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
497,1386,거품/NNG;터지/VV,12.0,7.0,19.0,1.5949933663520601,Hawkish
498,1387,충당/NNG;부담/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
499,1389,원화/NNG;오르/VV,12.0,8.0,20.0,1.3956191955580526,Hawkish
500,1396,물가/NNG;뛰/VV,12.0,5.0,17.0,2.2329907128928843,Hawkish
501,1397,예상/NNG;늘/VV,12.0,6.0,18.0,1.8608255940774034,Hawkish
502,1399,국채/NNG;위험/NNG,12.0,6.0,18.0,1.8608255940774034,Hawkish
503,1401,급속/NNG;성장/NNG,12.0,4.0,16.0,2.791238391116105,Hawkish
504,1410,성장성/NNG;높/VA,12.0,6.0,18.0,1.8608255940774034,Hawkish
505,1412,이익/NNG;회복/NNG,12.0,5.0,17.0,2.2329907128928843,Hawkish
506,1413,주택담보대출/NNG;제한/NNG,12.0,6.0,18.0,1.8608255940774034,Hawkish
507,1416,주택시장/NNG;활성화/NNG,12.0,7.0,19.0,1.5949933663520601,Hawkish
508,1417,채권/NNG;많/VA,12.0,4.0,16.0,2.791238391116105,Hawkish
509,1418,부동산/NNG;호황/NNG,12.0,6.0,18.0,1.8608255940774034,Hawkish
510,1419,환경/NNG;우호적/VAX,12.0,5.0,17.0,2.2329907128928843,Hawkish
511,1420,불황/NNG;우려/NNG,12.0,7.0,19.0,1.5949933663520601,Hawkish
512,1421,저축/NNG;줄/VV,12.0,8.0,20.0,1.3956191955580526,Hawkish
513,1423,실적/NNG;경고/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
514,1427,하락/NNG;오가/VV,12.0,7.0,19.0,1.5949933663520601,Hawkish
515,1429,심리/NNG;압박/NNG,12.0,6.0,18.0,1.8608255940774034,Hawkish
516,1432,집값/NNG;거품/NNG,12.0,7.0,19.0,1.5949933663520601,Hawkish
517,1434,상환능력/NNG;약화/NNG,12.0,4.0,16.0,2.791238391116105,Hawkish
518,1435,가격/NNG;최대/NNG,12.0,4.0,16.0,2.791238391116105,Hawkish
519,1441,개선/NNG;어렵/VA,12.0,7.0,19.0,1.5949933663520601,Hawkish
520,1448,글로벌/NNG;불확실성/NNG;크/VV,12.0,6.0,18.0,1.8608255940774034,Hawkish
521,1452,유가/NNG;불안/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
522,1453,글로벌/NNG;유동성/NNG;위축/NNG,12.0,5.0,17.0,2.2329907128928843,Hawkish
523,1454,손실/NNG;부담/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
524,1456,견조/NNG;회복/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
525,1460,가격/NNG;압력/NNG,12.0,7.0,19.0,1.5949933663520601,Hawkish
526,1465,이탈/NNG;조짐/NNG,12.0,5.0,17.0,2.2329907128928843,Hawkish
527,1470,당분간/MAG;완화/NNG,12.0,5.0,17.0,2.2329907128928843,Hawkish
528,1471,과잉/NNG;유동성/NNG;우려/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
529,1472,인하/NNG;가능성/NNG;줄/VV,12.0,8.0,20.0,1.3956191955580526,Hawkish
530,1477,인상/NNG;불투명/NNG,12.0,5.0,17.0,2.2329907128928843,Hawkish
531,1478,인건비/NNG;상승/NNG,12.0,5.0,17.0,2.2329907128928843,Hawkish
532,1480,경제/NNG;체질/NNG;강화/NNG,12.0,4.0,16.0,2.791238391116105,Hawkish
533,1481,둔화/NNG;우려/NNG;완화/NNG,12.0,7.0,19.0,1.5949933663520601,Hawkish
534,1482,매출/NNG;성장/NNG,12.0,5.0,17.0,2.2329907128928843,Hawkish
535,1483,우려/NNG;내리/VV,12.0,7.0,19.0,1.5949933663520601,Hawkish
536,1484,신용/NNG;우려/NNG,12.0,5.0,17.0,2.2329907128928843,Hawkish
537,1485,대외/NNG;불확실성/NNG;크/VV,12.0,6.0,18.0,1.8608255940774034,Hawkish
538,1486,신용/NNG;높/VA,12.0,7.0,19.0,1.5949933663520601,Hawkish
539,1489,대손비용/NNG;감소/NNG,12.0,4.0,16.0,2.791238391116105,Hawkish
540,1491,인하/NNG;가능성/NNG;낮/VV,12.0,8.0,20.0,1.3956191955580526,Hawkish
541,1494,가계/NNG;부채/NNG;넘/VV,12.0,7.0,19.0,1.5949933663520601,Hawkish
542,1499,디플레이션/NNG;빠지/VV,12.0,7.0,19.0,1.5949933663520601,Hawkish
543,1503,원화/NNG;대출/NNG;증가/NNG,12.0,6.0,18.0,1.8608255940774034,Hawkish
544,1505,물가/NNG;경계/NNG,12.0,7.0,19.0,1.5949933663520601,Hawkish
545,1506,수출/NNG;급증/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
546,1507,동일점/NNG;매출/NNG;증가/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
547,1510,하락/NNG;영향/NNG;강세/NNG,12.0,8.0,20.0,1.3956191955580526,Hawkish
548,1516,강하/VA;경계/NNG,11.0,5.0,16.0,2.046908153485144,Hawkish
549,1519,수입/NNG;오르/VV,11.0,5.0,16.0,2.046908153485144,Hawkish
550,1535,부진/NNG;회복/NNG,11.0,7.0,18.0,1.4620772524893886,Hawkish
551,1536,둔화/NNG;우려/NNG;하락/NNG,11.0,5.0,16.0,2.046908153485144,Hawkish
552,1545,예상밖/NNG;부진/NNG,11.0,6.0,17.0,1.7057567945709533,Hawkish
553,1546,거품/NNG;경고/NNG,11.0,6.0,17.0,1.7057567945709533,Hawkish
554,1550,마진/NNG;줄/VV,11.0,7.0,18.0,1.4620772524893886,Hawkish
555,1557,마이너스/NNG;플러스/NNG,11.0,5.0,16.0,2.046908153485144,Hawkish
556,1559,매출/NNG;증대/NNG,11.0,5.0,16.0,2.046908153485144,Hawkish
557,1560,소폭/MAG;상승/NNG;그치/VV,11.0,5.0,16.0,2.046908153485144,Hawkish
558,1561,업황/NNG;개선/NNG,11.0,7.0,18.0,1.4620772524893886,Hawkish
559,1565,인플레이션/NNG;불안/NNG,11.0,6.0,17.0,1.7057567945709533,Hawkish
560,1569,타격/NNG;없/VA,11.0,6.0,17.0,1.7057567945709533,Hawkish
561,1572,불안/NNG;인상/NNG,11.0,5.0,16.0,2.046908153485144,Hawkish
562,1576,채권시장/NNG;과열/NNG,11.0,6.0,17.0,1.7057567945709533,Hawkish
563,1583,우려/NNG;목소리/NNG;크/VV,11.0,5.0,16.0,2.046908153485144,Hawkish
564,1585,우려/NNG;희석/NNG,11.0,7.0,18.0,1.4620772524893886,Hawkish
565,1586,부동산/NNG;위험/NNG,11.0,6.0,17.0,1.7057567945709533,Hawkish
566,1591,인플레이션/NNG;일시적/VAX,11.0,5.0,16.0,2.046908153485144,Hawkish
567,1612,채권/NNG;가격/NNG;소폭/MAG;하락/NNG,11.0,5.0,16.0,2.046908153485144,Hawkish
568,1627,안정/NNG;증가/NNG,11.0,6.0,17.0,1.7057567945709533,Hawkish
569,1631,듀레이션/NNG;길/VA,11.0,6.0,17.0,1.7057567945709533,Hawkish
570,1634,ecb/NNG;물가/NNG;안정/NNG,11.0,7.0,18.0,1.4620772524893886,Hawkish
571,1638,가계/NNG;부채/NNG;억제/NNG,11.0,6.0,17.0,1.7057567945709533,Hawkish
572,1641,세계/NNG;경제/NNG;이중침체/NNG,11.0,6.0,17.0,1.7057567945709533,Hawkish
573,1649,공급/NNG;차질/NNG;우려/NNG,11.0,5.0,16.0,2.046908153485144,Hawkish
574,1652,예상/NNG;늦/VA,11.0,6.0,17.0,1.7057567945709533,Hawkish
575,1654,공급/NNG;제한/NNG,11.0,7.0,18.0,1.4620772524893886,Hawkish
576,1655,제한적/VAX;하락/NNG,11.0,7.0,18.0,1.4620772524893886,Hawkish
577,1672,저탄소/NNG;녹색성장/NNG,10.0,6.0,16.0,1.550687995064503,Hawkish
578,1684,부채한도/NNG;상향/NNG,10.0,7.0,17.0,1.3291611386267168,Hawkish
579,1686,통화/NNG;줄/VV,10.0,7.0,17.0,1.3291611386267168,Hawkish
580,1689,원화/NNG;급등/NNG,10.0,7.0,17.0,1.3291611386267168,Hawkish
