* 통계표명 :,중위매매가격_아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 수록기간 :,2012년 01월 ~ 2021년 02월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 조회기간 :,2012년 01월 ~ 2021년 02월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 출처 :,한국부동산원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 자료다운일자 :,2021.03.20 15:50:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 단위 :,천원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지 역,,,,2012년 01월,2012년 02월,2012년 03월,2012년 04월,2012년 05월,2012년 06월,2012년 07월,2012년 08월,2012년 09월,2012년 10월,2012년 11월,2012년 12월,2013년 01월,2013년 02월,2013년 03월,2013년 04월,2013년 05월,2013년 06월,2013년 07월,2013년 08월,2013년 09월,2013년 10월,2013년 11월,2013년 12월,2014년 01월,2014년 02월,2014년 03월,2014년 04월,2014년 05월,2014년 06월,2014년 07월,2014년 08월,2014년 09월,2014년 10월,2014년 11월,2014년 12월,2015년 01월,2015년 02월,2015년 03월,2015년 04월,2015년 05월,2015년 06월,2015년 07월,2015년 08월,2015년 09월,2015년 10월,2015년 11월,2015년 12월,2016년 01월,2016년 02월,2016년 03월,2016년 04월,2016년 05월,2016년 06월,2016년 07월,2016년 08월,2016년 09월,2016년 10월,2016년 11월,2016년 12월,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월
,,,기흥구,310000,310000,310000,310000,309800,309800,309800,309000,306000,305500,304500,303500,299000,298000,297000,297000,297000,296000,296000,295500,295000,295000,294000,295000,296000,302500,309000,309000,309000,309000,304000,304500,305000,306000,305000,305500,305500,305500,307000,307000,308500,309000,318500,319500,320000,321500,322500,324500,324500,324500,324500,324500,324500,324500,324000,324000,325000,325000,325000,325000,325000,325000,325000,325500,325000,325500,326000,326000,325000,325500,326000,320000,320000,320000,325000,325000,325500,318500,320000,318000,328500,331500,335000,346000,349000,350000,347500,344000,345000,343500,343500,342000,342500,344500,345000,345000,355000,372000,380000,385000,385000,387000,395000,397500,405000,407500,407500,412000,420000,430000
,,,수지구,400000,400000,400000,397500,392500,391500,387500,386000,380000,370000,361500,360000,355000,355000,355000,355000,355000,355000,355000,355000,352500,353000,353500,354500,358500,360000,362500,362500,362500,362500,364000,363000,365000,365000,365000,366000,369000,370500,371500,372000,372500,376500,400000,401000,402500,405000,407000,408000,408500,408500,409000,409000,409000,409000,409000,409000,409000,409500,409500,409500,409500,409500,406000,406000,404500,404500,406000,406000,407000,406500,403000,425000,425000,429000,435000,440000,450000,450000,450000,450000,455000,460000,460000,460000,495000,495000,485000,485000,480000,480000,480000,480000,480000,480000,480000,480000,497500,515000,530000,542500,550000,560000,570000,580000,590000,592500,595000,600000,615000,622500
,,수원시,,226242,226192,226481,226693,223860,223217,223361,222487,220823,220708,220414,218878,218290,217870,217891,218026,218903,218285,217896,216872,217896,218484,218866,218921,229313,230573,230981,231755,231028,231407,231778,232770,234315,234585,235261,236810,239690,243621,244914,247873,248650,249412,261461,262233,263084,263208,264125,263611,263676,263982,264345,265019,265127,265127,265326,265936,271578,271699,272385,272640,272751,272419,271743,271022,272353,272729,273808,273808,274390,275124,275292,296908,296329,296647,296647,296231,295247,295010,294892,295288,295322,297428,298381,298855,311034,310034,310213,309905,310151,310034,309891,310131,312097,312097,313883,318349,346496,362850,384020,391949,400676,400703,404561,410429,413476,413476,415273,417804,421867,428987
,,,장안구,210000,212500,212500,212500,212500,210000,210000,210000,209000,210000,209000,207000,206000,205000,206500,206500,207000,205500,205500,205000,205500,206500,206500,207000,206500,207000,207000,207000,207000,207000,206000,206500,210000,210000,210000,210000,210000,215000,215000,218500,219500,219500,240500,241500,242000,242500,244000,244000,244000,244500,244500,244500,244000,244000,243500,243500,243500,244000,245000,245000,245000,245000,245000,246500,248500,250000,250000,250000,250000,250000,250500,280000,280000,280000,280000,280000,277500,276500,276000,277500,275500,280000,280000,282000,290000,290000,290000,290000,290000,289500,289500,290000,290000,290000,290000,292500,302500,310000,333500,346000,348500,350000,355000,355000,355000,355000,355000,356000,360000,364500
,,,권선구,202500,200000,200000,200000,200000,200000,200000,200000,198000,196500,196500,196000,196000,196000,196000,196500,197500,198000,199000,199000,199000,199000,199500,199500,214000,215500,216000,215000,215000,215000,216000,216000,216000,217000,219000,220000,220000,222000,225000,225000,225000,226500,230000,230000,230000,230000,230000,228000,228000,228000,228000,228500,228500,228500,229500,229500,251500,251500,252000,252000,251500,250500,247500,242500,244500,245500,250000,250000,251500,254000,253500,250000,250000,250000,250000,248500,245000,245000,245000,244000,244000,245000,245000,245000,258500,257500,257500,257500,257500,257500,257000,257000,257000,257000,257000,257000,283500,292000,313500,325000,325000,328500,328500,336500,341000,341000,342000,343500,345000,347500
,,,팔달구,238500,238000,240000,247500,240000,240000,241000,241000,240750,240750,240500,238000,235500,235500,235500,235500,236500,237500,236500,235000,236500,239000,237000,236500,236500,235500,237500,237500,236000,237500,237500,237500,242500,242500,243500,246500,250000,252500,252500,258500,262500,265500,270000,274000,274000,274000,274000,274000,274500,274500,274500,274500,273500,273500,274000,274500,274000,274000,275000,277000,277500,277000,278000,280000,281000,279000,278000,278000,278000,278500,278500,295000,297500,300000,300000,300000,297500,297500,297500,300000,304000,310000,317500,317500,339500,339500,339500,337000,339000,339000,339000,340000,340000,340000,340000,342500,367500,378500,383000,397500,450000,454000,454000,462500,465000,465000,465500,466000,466000,471500
,,,영통구,250000,250000,250000,247500,242500,242500,242500,240000,237500,237500,237500,237500,237500,237000,236000,236000,237000,235500,234000,232000,234000,234000,235500,235500,254500,257000,257000,260000,258500,259000,260000,262500,262500,262500,262500,265000,270000,275000,276500,280000,280000,280000,295000,295000,297000,297000,298500,298500,298500,299000,300000,301500,302500,302500,302500,304000,304500,304500,305000,305000,305500,305500,305500,305500,306000,306000,306000,306000,306500,306500,307000,345000,342500,342500,342500,342500,345000,345000,345000,345000,345000,345000,345000,345000,357000,355000,355500,355500,355500,355500,355500,355500,361000,361000,366000,376000,417500,447500,472500,472500,477500,472500,480000,487000,491000,491000,495000,500000,507500,520500
,서해안권,,,222651,223269,222552,222085,221980,221671,220979,219725,217452,216758,215915,214586,213810,213193,213053,212294,211985,211918,211601,211113,211350,212812,213273,213644,216577,218180,220602,221582,220481,220323,220882,221427,223249,224522,224935,225169,225200,226377,228422,229827,232264,233594,240619,241677,243144,243628,244703,245260,245601,245464,245033,244881,244952,245533,246021,246316,249985,250147,250336,250441,250637,250826,250824,250926,251454,251986,252480,253365,253830,253921,254293,260682,260869,260741,259837,259619,259197,259034,258137,257277,257239,258854,260998,260120,274595,273332,271192,269016,267040,265686,265516,265310,267227,268317,270838,272566,287678,290443,295323,302363,305934,309156,314567,318478,320497,318994,320554,323098,324842,329315
,,부천시,,247229,244949,244363,244084,243578,242934,240521,238527,235147,233292,233152,232404,230827,229115,228974,228974,228833,228405,228191,226406,226547,231052,231193,232623,238204,238849,239776,239849,239990,239990,239849,240272,241268,242278,242419,242555,244037,245223,245498,246596,246734,247459,253362,254944,257372,258255,260080,262077,262147,262285,262147,262285,262425,262496,263080,263802,262000,262000,262000,262500,262500,262500,262500,262500,263000,263000,264500,266000,266500,266500,269000,290000,290000,290000,290000,290000,290000,295000,295000,295000,295000,300000,300000,297500,315000,315000,313000,313500,313500,313500,313500,313500,313500,313500,319000,319000,317000,317000,324500,326500,326500,330000,346500,350000,350000,350000,350000,350000,355000,355000
,,,(구)원미구,275000,272500,272500,272500,272500,272500,270000,267500,262500,260000,260000,260000,257500,255000,255000,255000,255000,255000,255000,252500,252500,260000,260000,262500,272500,273500,274500,274500,274500,274500,274500,274500,275000,276000,276000,276000,276500,279000,279000,279000,279000,280000,281000,283000,285500,287000,288000,290000,290000,290000,290000,290000,290000,290000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,(구)소사구,245000,242500,242500,241500,241000,240000,236500,234500,234000,232500,232000,231000,231000,230000,229500,229500,229000,228000,227500,226500,227000,227500,228000,228000,227500,227500,228500,228500,229000,229000,228500,230000,232000,232000,232500,233500,234000,233000,234000,238000,238500,238500,255000,256500,259500,258000,262500,265000,265000,265500,265000,265500,265500,265500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,(구)오정구,142500,141500,137500,137500,135000,132500,132500,132500,130000,130000,130000,127000,126000,126000,126000,126000,126000,125000,124500,124000,124000,124500,124500,124500,124500,125000,125500,126000,126000,126000,126000,126000,127000,130000,130000,129000,129000,129000,129000,129000,129000,130000,135000,135000,136000,139000,139000,140000,140500,140500,140500,140500,141500,142000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,안산시,,234165,234165,231665,230533,230533,230533,230533,230533,226665,226665,226665,226846,226175,226451,226175,222557,222504,223057,222004,222004,222004,222557,223386,224780,225609,229438,231662,231662,230662,230662,230662,230662,233162,233162,233162,232886,233253,234927,237550,242072,246072,250753,262233,263356,264478,264478,264754,264978,264754,264754,263407,262386,262386,262835,263988,263988,266776,267216,267216,267216,267496,267496,267937,267937,267098,266419,267258,267818,268258,266937,264741,284738,284738,283876,280462,278187,275342,271980,269480,264178,262756,262756,262756,261462,251837,251837,249079,250167,248115,246546,245167,245994,246115,247494,248649,247925,255817,254817,255619,266986,272269,274769,280571,281872,281221,282920,283769,284552,286052,299486
,,,상록구,215000,215000,212500,210000,210000,210000,210000,210000,207500,207500,207500,207500,206000,206000,206000,201000,201500,201500,201000,201000,201000,201000,201000,203500,203500,206500,209000,209000,208000,208000,208000,208000,210500,210500,210500,210500,211500,214000,218000,225000,229000,229000,243500,246000,248500,248500,248500,249000,248500,248500,245500,242000,242000,243000,242500,242500,243000,244000,244000,244000,244000,244000,245000,245000,245000,246000,246000,246000,247000,244000,246000,258000,258000,256000,256000,256000,256000,251500,249000,240000,240000,240000,240000,237000,229500,229500,229500,235000,233500,230000,230000,230000,231500,231500,231000,230000,236000,235000,237500,250000,255000,257500,265000,268000,266500,266500,266500,267000,268500,282500
,,,단원구,250000,250000,247500,247500,247500,247500,247500,247500,242500,242500,242500,242500,242500,243000,242500,240000,239500,240500,239000,239000,239000,240000,241500,242000,243500,248000,250000,250000,249000,249000,249000,249000,251500,251500,251500,251000,251000,252000,253500,256000,260000,268500,277500,277500,277500,277500,278000,278000,278000,278000,278000,279000,279000,279000,281500,281500,285500,285500,285500,285500,286000,286000,286000,286000,284500,282500,284000,285000,285000,285000,279500,305000,305000,305000,299000,295000,290000,287500,285000,282500,280000,280000,280000,280000,270000,270000,265000,262500,260000,260000,257500,259000,258000,260500,263000,262500,271000,270000,269500,280000,285500,288000,292500,292500,292500,295500,297000,298000,299500,312500
,,시흥시,,174000,174000,172000,172000,170000,170000,170000,170000,170000,170000,168000,167000,165000,163500,163500,161500,161500,161500,162500,163000,163000,163000,165000,165500,165500,166500,166000,166500,166000,167000,168000,168000,168500,170000,170500,170000,170000,170000,173000,175000,178000,178000,185000,185000,185000,185000,185000,185000,185000,185000,185000,186000,187000,190000,191500,191500,192000,192000,192000,192000,192000,192000,192000,192500,193000,193000,193000,195000,196000,197000,198500,214500,213500,213500,210000,210000,210000,207000,205000,205000,205000,206000,206000,206000,223000,220500,218500,216000,216000,215000,215000,212000,217000,217000,217000,217000,227000,227500,229000,238000,239000,240000,240000,241000,242000,243000,243000,243000,245000,252000
,,광명시,,300000,295000,295000,295500,296000,296000,296000,295000,295000,295000,293000,290000,290000,290000,290000,290000,287500,287500,284000,283000,285500,283000,283000,280000,280000,285000,296000,305000,297500,295000,298500,301500,310000,313000,314500,314500,314500,320000,325000,330000,340000,340000,355000,357500,365000,365000,370000,370000,375000,375000,374000,374000,374000,373000,372500,373000,374000,374000,374000,374000,374500,374500,374500,375500,376500,380000,380500,382500,384000,385500,385500,380000,385000,385000,387500,392000,392000,392000,394000,394000,399500,405000,435500,435500,490000,490000,480000,467500,460000,455000,462500,465000,471500,477500,487500,504500,564500,569000,572000,575000,575000,575000,580000,600000,620000,590000,600000,607500,610000,622000
,,화성시,,230000,240000,240000,238000,238000,237000,236000,230000,224500,221500,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,224000,224000,224500,224500,225000,228000,227500,227000,227000,227000,227000,227000,227500,228000,229000,230000,230000,233000,230500,230500,232000,241500,242500,242500,243000,243000,243500,242500,241500,241000,240000,240000,241000,241500,242000,257000,257500,258500,258500,258500,259500,259500,259500,261500,263000,263000,263000,263000,263000,263000,265000,265000,265000,265000,265000,265000,265000,265000,265000,265000,264000,260000,260000,277500,275000,275000,273500,271000,270000,268500,268000,271000,273000,275500,277000,310000,319500,332500,347500,357500,365000,370000,375000,375000,377500,377500,385000,385000,387500
,,오산시,,198000,198000,200000,200000,200000,200000,200000,200000,200500,201000,200500,202000,202500,201500,201500,201500,201500,201500,202500,202500,202500,202500,202500,202500,204000,204000,207500,207500,207500,207000,207000,207000,209000,210500,210500,210000,207500,207500,210000,209500,212500,214000,214000,214500,214000,216000,216500,216500,216500,216500,216500,216500,217000,217000,216000,216000,216000,216000,216000,216000,216500,216500,216500,216500,216500,216500,216500,216500,216500,216500,216000,197500,195000,195000,195000,190000,190000,190000,190000,190000,190000,190000,190000,187500,195000,195000,195000,194000,190000,189500,185000,185000,185000,185000,185000,185000,192500,192500,197000,198000,204000,206500,206500,206500,207500,207500,214500,214500,216000,218000
,,평택시,,152500,152500,152500,153000,155000,155000,155000,157500,157500,159000,159000,159500,159000,159000,158500,159500,159500,159000,159500,159000,158500,158500,158500,158500,170000,170500,170500,170500,170500,170500,171000,172000,172500,175000,175500,177000,177000,177500,177000,177500,178000,178500,178500,179000,179000,179500,180000,180000,180000,180000,180000,180000,179000,179000,179000,179000,189500,189500,189500,189500,190000,190000,189500,189000,189000,189000,189000,189000,189000,189000,189000,181000,181000,181000,180000,180000,180000,178000,175000,174500,172000,172500,172000,172000,184500,182000,181000,177500,176000,174000,173500,173500,173000,172500,171000,170500,179500,180500,177000,177000,177000,178000,177500,177500,178500,179500,180500,180500,180500,180500
,동부1권,,,238532,238958,238958,238532,238374,237568,235185,233332,231920,231114,230419,228878,227373,226095,225130,224789,222932,222778,222778,222180,222462,223418,223711,223817,224363,225158,226202,226603,227111,227972,227972,227871,228786,229378,229924,229924,229402,229807,230873,232908,235094,236650,245864,246238,247452,250654,252126,252788,252867,252745,252745,253248,253352,253432,253542,254204,256761,257348,257761,257902,257902,257842,257712,257669,258543,258929,259880,260065,260125,260511,260963,301844,302224,301024,302167,302494,303701,304157,305621,305000,308269,308959,312085,313282,343511,343655,342618,340870,341270,339070,338997,339378,341303,340918,340666,341264,371183,375522,377712,380021,382796,389277,399038,403697,409042,412062,418552,424238,428357,442190
,,남양주시,,222500,222500,222500,222500,222500,222500,220000,220000,217500,217500,217500,217500,216500,215000,213500,212000,208500,208500,208500,208500,208500,209000,209500,210500,210500,211000,211500,211500,212500,214000,214000,213500,215000,215000,215000,215000,215000,215000,216000,217000,218000,219000,226500,226500,226500,232000,234000,235000,235000,235000,235000,236000,236000,236000,236000,237000,237000,238000,238000,238000,238000,238000,238000,238000,239000,239000,240000,240000,240000,240000,240500,265000,265000,262500,262500,262000,264000,264000,265000,263000,262500,262000,264500,264500,272000,272000,270000,270000,273000,273000,273000,273000,273000,270000,268000,268000,270000,275000,270000,270000,270000,274500,279500,280000,284000,288000,295000,301500,307500,319500
,,구리시,,282500,285000,285000,282500,280000,277500,277500,276500,275000,272500,270000,265000,262500,260000,260000,262500,262500,262500,262500,260000,260000,260000,260500,260500,260500,262000,265000,266000,267000,267000,267000,267500,267500,267500,267500,267500,267500,270000,270500,273000,275500,277500,286500,288500,293000,293000,294000,294500,295000,295500,295500,295000,294500,295000,295000,295500,296000,296000,297000,297000,297000,297000,297000,297500,298000,298500,299500,300000,300000,300500,302000,361000,363500,364500,365000,366500,370500,373500,378500,382000,394500,396500,399000,401000,420000,420000,420000,417500,412500,410000,410000,410000,417500,424000,430000,430000,462500,472500,492500,507500,525000,535000,540000,547500,555000,561500,566500,571500,574000,582500
,,하남시,,280000,280000,280000,280000,282500,282500,275000,265000,267500,267500,265000,262500,257500,257500,256500,257500,259000,257500,257500,256500,260000,265000,265000,265000,265000,267500,270000,270000,270000,270000,270000,271000,270000,275000,275000,275000,275000,275000,277500,285000,292500,297500,320000,320500,325000,325000,325000,325000,325000,322500,322500,322500,323500,323500,324500,324500,341000,341000,342000,342000,342000,341500,341000,340000,340000,342000,342000,343500,344000,346000,346000,422500,422500,422500,429000,433000,434000,434000,435000,435000,445000,449000,457500,462500,555000,555000,555000,547500,545000,535000,535000,537500,542500,545000,545000,547500,667000,668500,678000,679000,678000,687000,717500,735000,745000,745000,755000,760000,760000,790000
,,광주시,,220000,220000,220000,220000,220000,217500,216500,212500,212500,210000,210000,210000,210000,210000,210000,210000,210000,210000,210000,209500,209000,210000,209500,206500,210000,210000,210000,211500,210000,210000,210000,210000,211000,211500,215000,215000,215000,215000,216000,218000,221000,222000,223000,223000,223000,223000,224000,224000,224000,224500,224500,224500,225000,225000,225000,225000,225000,225000,226000,227000,227000,227000,226500,226500,228000,228500,230000,229500,229500,230000,229500,240000,240000,240000,240000,238000,233500,233500,233500,233000,233000,233000,233000,233500,253000,254000,254000,254000,254500,254500,254000,253500,252500,250500,249500,250500,256000,256000,255500,254500,256500,263000,268000,268000,270000,270000,272000,276500,281000,286500
,동부2권,,,153675,154025,152791,152791,152880,152530,152530,151831,151742,151742,149823,149525,150013,150493,151019,150531,151170,151443,151384,151094,152006,153721,154924,155883,154172,154172,154858,155910,156032,156032,155562,156201,156323,156963,157602,158241,159646,160262,160390,160518,160832,161774,170615,171536,171843,172316,172454,172454,172761,172761,172454,172343,172595,172119,172119,172119,173009,173116,173491,173045,172733,172733,173286,173162,173349,173359,173466,173466,172583,172271,171066,167175,166704,165918,166071,166869,166616,166616,167240,167356,166848,166087,165970,165178,166685,166748,166873,166257,164588,164588,163842,164391,164261,163092,162655,162962,167565,167191,166938,166876,167126,167126,167188,167059,166683,166366,164992,164428,164422,164231
,,이천시,,138000,138500,138500,138500,138500,138000,138000,137000,137000,137000,135000,135000,135000,135750,136000,136000,137000,138000,138000,138000,140000,142500,144000,145500,145500,145500,146000,147000,147000,147000,147000,148000,148000,149000,150000,151000,152000,153000,153000,153000,153500,155000,170000,171500,172000,172500,172500,172500,173000,173000,172500,172500,173000,172000,172000,172000,173000,173000,173000,172500,172000,172000,172500,172000,172000,171500,171500,171500,170000,169500,168000,169500,168000,167500,167000,168000,167500,167500,168500,168500,167500,166000,166000,166000,168500,168500,168500,167500,165000,165000,164000,165000,165000,163000,162500,163000,170000,169500,169500,169500,170000,170000,170000,170000,169500,169500,167500,167000,167500,167500
,,여주시,,145000,145000,145000,145000,145500,145500,145500,145500,145000,145000,144500,144500,146500,146500,148000,146000,146000,144500,144500,144500,143000,143000,144000,144000,137000,137000,138500,139000,139500,139500,139000,139000,139500,139500,139500,139500,143000,142500,143000,143500,143500,143500,150000,150000,150000,150000,150500,150500,150500,150500,150500,150500,150500,151000,151000,151000,151000,151000,152000,151500,151500,151500,152000,152500,153000,154000,154000,154000,154000,154000,153000,135000,135000,132500,132500,132500,132500,132500,132500,132500,132500,132500,132500,129000,121500,121500,121500,121500,121000,121000,120500,120000,119500,119500,119000,119000,119000,119000,118000,118000,118000,118000,118000,117000,116500,115000,114500,113500,112000,111000
,경의권,,,252881,252881,252001,250595,248456,246829,244236,242699,239916,236378,237426,235578,233458,231563,230840,227302,226554,226538,224735,224633,226249,228455,228910,229271,233414,236530,238773,241685,240738,240481,239062,240157,240519,241452,242230,241637,241552,242780,244944,248533,250851,253973,260814,261572,263377,266226,268680,268911,268911,268911,268680,268459,268026,267551,267493,267579,271018,272742,274519,274418,273309,273309,273198,273137,272664,273462,274874,278943,278943,279456,279629,299546,300284,299970,300146,298006,297689,297630,297218,295479,295672,295550,296806,298572,311404,311414,311512,309979,309345,308028,307276,305577,304101,303345,303565,303700,327945,328326,329440,331286,331339,334594,340964,343577,344353,344161,354719,368109,381125,390932
,,김포시,,237500,237500,227500,222500,220000,217500,216500,215000,210000,210000,210000,210000,210000,205000,205000,202500,200000,200000,200000,200000,200000,205000,205000,205000,220000,225000,225000,225000,225000,225000,225000,225000,225000,225000,225000,226000,230000,230000,230000,240000,243000,255000,275000,275000,275000,282000,282000,282000,282000,282000,282000,281500,280000,280000,279500,280000,281500,283000,284500,283500,283500,283500,283000,280500,280000,279500,280000,283000,283000,283500,287000,290000,297500,295000,295000,293000,292500,297500,297500,297500,295000,292500,295000,295000,310000,310000,310000,309500,309500,309000,308500,307000,305500,305500,306500,307000,340000,341000,342000,342000,338000,339000,346000,348500,349500,349000,375500,394500,396500,402500
,,고양시,,267193,267193,268140,267108,265987,264685,264307,262259,259080,254383,254383,252695,250135,248437,247278,243114,242921,243732,241511,241684,243269,245799,246194,246774,247547,250866,253793,257625,257615,257036,254760,256013,256593,258089,259337,258118,257443,259643,262561,264773,267641,268600,272190,273138,274022,276338,280153,280544,280544,280544,280153,279958,279762,278959,279040,279006,283968,286163,288121,288121,286124,286124,285943,286341,285723,286722,288405,293498,293498,293857,293314,318691,318994,318994,319286,316732,316375,314592,314232,312150,313795,314917,316158,318766,337331,337696,337696,335030,334258,333010,331893,330215,328757,327598,327052,327598,351532,352127,353702,357814,360509,365274,371120,374557,375514,376673,383103,392921,411996,424422
,,,덕양구,237500,237500,240000,242500,241500,241000,240000,238500,238500,232500,232500,232500,232500,230000,230000,225500,225500,225000,223500,223500,223500,226000,225500,225500,225500,232500,232500,235000,235000,235000,235000,236000,236000,236500,236000,236000,236000,241000,243500,244000,245500,246000,249500,249500,250000,253000,254000,255000,255000,255000,254000,253500,253000,253000,253500,254000,266000,270000,272500,272500,267500,267500,267500,267000,265000,267500,269000,275000,275000,275000,275000,317500,317500,317500,317500,315000,315000,312500,312500,310000,315000,317500,320000,326500,357500,357500,357500,353500,353500,353500,353000,352500,352500,350500,350500,350500,376500,378500,381500,391500,397500,405500,412000,411000,412000,413500,420000,425000,452500,470000
,,,일산동구,308000,308000,308000,307500,307500,307500,307500,309000,300000,295500,295500,295500,285000,285000,285000,279500,279500,282000,272000,273500,280000,285000,285000,285000,285000,288000,300000,304000,300000,300000,287500,293500,293500,296500,300000,295000,295000,296000,299500,305000,310000,312500,314500,314500,317500,320000,325000,325000,325000,325000,325000,325000,325000,321500,321000,320000,320000,322500,325000,325000,325000,325000,325000,327500,327500,327500,327500,335000,335000,336500,336500,322500,321500,321500,325000,320000,318500,317500,317500,316000,316000,316500,317500,317500,337500,337500,337500,337000,336000,334500,334500,332000,332000,330500,330500,330500,380500,379500,381000,381000,382000,388500,398500,403500,407500,407500,410500,416000,425500,431000
,,,일산서구,270000,270000,270000,265000,263000,260000,260000,255000,252500,249000,249000,245000,245000,243000,240000,237000,236500,237500,239500,239000,239000,240000,241500,243000,245000,245000,245000,250000,252500,251000,253000,251500,253000,254500,256000,256000,257000,257000,260000,262000,265000,265500,270000,272500,272500,274000,280000,280000,280000,280000,280000,280000,280000,280000,280000,280000,280000,280000,281000,281000,281000,281000,280500,280500,281000,281000,284000,286500,286500,286500,285000,317500,319000,319000,317500,316500,316500,315000,314000,312000,311000,311000,311000,311000,314500,315500,315500,313000,311500,309000,306500,304000,300000,300000,298500,300000,305000,305000,305000,305000,305000,305000,307500,315000,314000,315500,324000,342000,357500,368500
,,파주시,,220000,220000,220000,220000,215000,213000,202500,202500,202500,200000,205000,205000,202500,202500,202500,200000,199000,196500,194500,193500,196500,195500,196500,196500,202000,203000,205000,207500,203000,203500,203500,205000,205000,205000,205000,205000,205000,204500,206500,208000,208000,209000,211500,212500,219000,219000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220500,221000,222500,223000,223500,223500,224000,225000,225000,226500,228000,230000,230000,231000,230000,250000,245000,246000,246000,245000,245000,245000,244000,241500,240000,238500,238500,239500,238000,237000,237500,238000,237000,234500,234500,232500,231000,230500,232000,230500,248000,247000,247000,245000,243000,245000,252000,252500,252500,249000,250500,266500,277000,284500
