* 통계표명 :,평균매매가격_아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 수록기간 :,2012년 01월 ~ 2021년 02월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 조회기간 :,2012년 01월 ~ 2021년 02월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 출처 :,한국부동산원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 자료다운일자 :,2021.03.20 15:48:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* 단위 :,천원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지 역,,,,2012년 01월,2012년 02월,2012년 03월,2012년 04월,2012년 05월,2012년 06월,2012년 07월,2012년 08월,2012년 09월,2012년 10월,2012년 11월,2012년 12월,2013년 01월,2013년 02월,2013년 03월,2013년 04월,2013년 05월,2013년 06월,2013년 07월,2013년 08월,2013년 09월,2013년 10월,2013년 11월,2013년 12월,2014년 01월,2014년 02월,2014년 03월,2014년 04월,2014년 05월,2014년 06월,2014년 07월,2014년 08월,2014년 09월,2014년 10월,2014년 11월,2014년 12월,2015년 01월,2015년 02월,2015년 03월,2015년 04월,2015년 05월,2015년 06월,2015년 07월,2015년 08월,2015년 09월,2015년 10월,2015년 11월,2015년 12월,2016년 01월,2016년 02월,2016년 03월,2016년 04월,2016년 05월,2016년 06월,2016년 07월,2016년 08월,2016년 09월,2016년 10월,2016년 11월,2016년 12월,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월,2021년 01월,2021년 02월
,,수영구,,285455,285455,285485,284879,284121,282348,282227,280985,279667,279439,279273,278909,278561,278318,278061,277273,276758,275818,274318,273182,274152,273364,273909,274424,274833,275030,275015,275045,275500,275909,276106,276439,277197,277833,278955,279864,280545,280970,282182,284682,286561,288409,310712,311015,311621,312970,315197,316182,316182,316258,316227,316530,316894,317530,319742,322848,325924,329333,334152,336667,338076,338515,338697,339030,339727,340833,342288,343530,343515,343500,342955,424534,424193,423500,422920,422057,421125,417989,417398,416432,415551,414369,413619,411790,414432,413608,412365,411216,411622,410905,409568,409108,407919,408757,410662,421230,416855,418474,419447,419211,419197,423461,431289,438605,448000,454697,471671,487053,491316,493276
,동부산권,,,245990,244474,244036,243004,242073,240455,238988,237319,236835,236540,236442,234996,234172,233195,232620,232558,232579,232486,232044,231720,231508,231683,231939,232075,239436,239565,239630,239746,239795,239919,240381,240749,241252,241577,242120,242598,241789,242422,243467,244938,245955,247379,265305,265913,267099,269222,271334,272374,272599,272558,272786,273240,273580,274535,275420,277157,279138,281896,284870,286201,286759,287224,287509,288050,288910,289957,290754,291308,291284,291101,291014,348205,347515,346585,345610,344523,343633,342182,341426,339835,338690,337883,336325,334621,329773,328667,327700,326234,324855,323697,322818,322203,321375,320592,321782,327770,336401,336823,337095,336889,337440,338173,344769,352457,360371,366313,379199,391498,398901,404610
,,해운대구,,252327,249107,248175,246631,245231,243832,242412,240068,239403,239195,239246,237898,236445,234733,233627,233492,233475,233339,232712,232136,231814,232008,232356,232534,245893,246066,246000,246025,245967,246098,246934,247508,248352,248525,249197,249631,250049,250869,252230,254221,255516,257115,277410,278172,279754,282754,284779,285238,285328,284779,284697,284877,284844,286197,287238,289615,293033,296918,300418,301664,302041,302339,302470,302643,303184,304016,305008,305598,305369,304946,304733,393621,392710,391121,389919,388323,387258,385081,384210,383073,381685,380847,378387,376242,370095,368659,368040,367087,365516,364040,362984,362087,361190,360595,362786,372270,388523,389000,389188,389000,390375,391352,402664,416750,430352,441008,462680,476023,483148,489547
,,금정구,,255372,255372,255372,254449,253897,252103,250474,249192,248974,248731,248654,248397,248167,248064,247936,247744,247615,247577,247372,247192,247128,247359,247577,247718,252110,252024,252185,252400,252522,252705,252802,252961,253159,253768,254537,255622,255963,256817,258061,259268,260335,261366,281354,281841,282500,283183,284695,285659,285805,286110,286415,286909,287421,288024,288659,289524,290110,291341,293305,294829,295732,296488,297159,298268,299585,301085,301829,302220,302305,302305,302329,310550,310238,309850,308600,307950,307188,306175,305325,303050,301700,301250,301125,299825,300075,299000,297875,296550,295038,294088,293800,293213,292400,292600,292888,295488,296927,297902,298317,298159,298256,298305,299037,299585,301293,302561,306171,320305,327573,332659
,,동래구,,243580,243627,243682,243337,242872,240721,238898,237799,237376,236792,236443,235860,235651,235465,235453,235733,235872,236012,235791,235814,235663,235814,235977,236047,236186,236407,236640,236895,237070,237140,237209,237419,237535,237977,238209,238419,238581,238860,239419,240395,240930,242442,265709,265988,266640,268616,271884,274314,274779,275105,275837,276860,277721,278395,279326,280953,283047,285686,288965,290593,291198,291849,292128,292942,294000,295128,295884,296674,297017,297087,297227,363670,363409,363068,362614,362170,361375,360443,359807,357409,356420,355205,353625,351784,345967,344935,343196,339978,338489,337467,336234,335984,335125,333505,334984,341484,344484,345130,345964,345818,345922,347630,354536,361693,369568,374318,386245,396474,400807,406047
,,기장군,,188534,189155,189207,188966,188603,187759,187586,187466,187293,187259,186966,186379,186155,185276,185190,184862,185086,184448,183931,183759,183690,183690,183767,183836,183566,183640,183772,183809,183956,184066,184272,184360,184654,184904,185110,185294,192372,192590,192994,193744,194487,195667,198810,199613,201071,202393,203679,204488,204888,205519,205869,206250,206767,207302,207910,208814,209374,210560,212607,213470,214095,214429,214714,215286,216286,217310,217571,217833,217762,217726,217548,219529,218324,217868,217147,216074,215441,214956,214515,213721,213412,212926,212471,211941,220372,220103,219513,219103,218641,217962,217436,217051,216462,215218,214077,213000,223220,222439,221890,221476,220927,220293,220207,219293,218707,218829,219598,229805,243000,248244
,서부산권,,,187179,186335,184863,183574,182505,180945,179740,178364,177263,176700,176125,176502,175780,175561,175487,175827,176124,176181,176041,175930,175963,176515,176981,177297,177624,177877,178174,178175,178244,178284,178339,178491,178730,179137,179423,179602,182000,182113,182530,183050,183486,183923,194574,194664,194931,195216,195958,196314,196314,196368,196413,196623,196920,197114,197388,197663,199765,201208,202766,203907,204675,205420,205957,206858,207921,208607,209161,209526,209672,209704,209594,238241,237895,237564,237271,236915,236356,235730,234716,233149,232293,231807,231078,230297,231504,230895,229852,228511,227552,226305,225392,224821,224314,224060,223804,223779,231459,231541,231528,231256,231072,231150,231756,232298,233005,233696,235789,244163,249691,253234
,,북구,,183851,182862,180457,179191,177415,175660,174521,173191,171553,171174,171023,170460,170083,170243,170918,172088,172648,173265,173754,174159,174201,174563,175048,175580,176819,177457,178000,178085,178245,178309,178245,178479,178702,179106,179053,178957,178936,179053,179213,179511,179830,180096,203696,203902,204417,204691,205167,205196,205216,205373,205490,205588,205794,205931,206167,206471,207235,208794,210098,211167,211833,212520,212931,213588,213990,214451,214922,215225,215451,215608,215578,262208,262000,261792,261396,260877,260330,259735,258358,257093,256225,255990,255244,254216,251231,250577,249279,247635,246567,245231,244317,243861,243370,242909,242466,242332,256598,256802,256915,256726,256566,256755,257500,258047,258726,259406,261292,269830,276099,280458
,,강서구,,327328,327328,327328,327328,327328,327328,327328,326517,324293,321491,320034,318069,316164,315138,312603,310155,309000,307914,303414,301776,301121,301224,302138,302138,299750,299574,300382,300324,300765,300824,300926,300721,300779,302250,303191,303044,304341,304610,305915,307000,307439,307585,318500,318232,317341,318366,318963,319768,319451,318354,318549,319598,320354,321305,322280,322573,318402,320359,322424,324098,325087,326587,327761,329924,334000,335228,336163,337565,338283,338859,339326,363679,362929,362018,361643,361036,360054,359232,357536,354125,353464,353018,351607,350304,340047,338906,337484,335531,334078,332359,331047,330063,329297,330281,330047,331016,349581,350203,350500,350257,350095,350230,351581,353635,355149,356770,360716,375770,381770,386649
,,사상구,,177321,176917,176595,176179,175905,174571,173607,172543,172206,171945,171854,171249,170315,169905,169846,169881,170107,169798,169571,169452,169619,169893,170060,170393,170440,170381,170381,170452,170357,170476,170643,170929,171119,171393,171857,172333,172429,172571,173179,174095,174798,175762,179048,179214,179381,179500,180643,181357,181286,181429,181571,181857,182143,182333,182405,182714,183036,184071,185714,186643,187429,187869,188202,188690,189321,189774,190036,190274,190226,190250,190258,201012,200605,200233,200209,199988,199355,199006,198128,196372,195279,194616,193837,193314,200873,200301,199099,197670,196494,195554,194792,194435,194327,194327,194345,194429,193994,194041,193878,193564,193297,193523,194337,194767,195256,195570,196930,202169,206651,208767
,,사하구,,184595,183495,181931,179881,178802,177120,175573,173879,172832,172087,170853,169545,168790,168450,167950,168060,168330,168260,168100,167690,167700,168680,169290,169430,169420,169590,169810,169690,169750,169710,169790,169810,170120,170500,170900,171160,171020,171080,171460,171820,172180,172460,176070,176050,176330,176620,177370,177730,177810,177890,177770,177900,178220,178350,178690,178910,179330,180830,182480,183730,184540,185400,186070,187240,188640,189600,190360,190660,190740,190540,190150,204135,203798,203529,203183,202971,202567,201779,201231,199990,199250,198615,198125,197567,200611,200176,199602,198796,198231,197009,196111,195407,194694,194120,193861,193583,191566,191369,191228,190891,190732,190582,190664,190764,191373,192009,194164,202191,207518,210745
대구,,,,173973,174681,175627,176435,176800,176922,176913,177268,177497,177838,178142,178616,179567,179950,180251,181879,183502,185337,187904,189282,190285,191806,193837,196511,200266,201950,203194,204525,205357,205856,206427,207244,208527,209836,211531,213401,214446,215765,217405,220122,222296,224775,257462,259247,261865,263877,265353,265380,264852,264237,263436,262650,262163,261227,260604,259862,258584,258343,258169,257830,257563,257264,257031,256755,256345,256288,256434,258509,259930,260826,261883,274786,276089,277122,278348,280192,281747,282575,283339,284127,285505,287900,290186,291985,301010,301172,301207,300930,300711,300462,300077,299664,299625,299953,300520,301426,311440,312203,312176,311639,311506,312112,313048,315333,318697,322476,328429,336686,342328,349161
,중구,,,198935,199087,199202,199907,200063,200078,200133,200626,200626,200798,201237,203380,204467,204750,205022,206109,206652,206717,207326,208239,208804,209826,210261,210848,211652,212478,213109,213457,213652,213804,214087,214304,214543,214935,215370,216804,218196,219348,220174,221696,222739,226348,280000,282720,284120,286040,286880,286880,286360,286100,285500,284640,284180,283920,283800,283660,283815,283556,283515,283441,282996,282844,282641,282530,282307,282241,282722,285278,286630,288593,290222,304759,306167,307222,310167,315185,317519,318963,321852,323148,325630,329019,333963,337444,362431,363741,364500,365793,366466,366603,366483,366638,366931,367534,369121,371138,405783,407633,408917,408050,407867,408633,409867,412067,413383,418033,425200,436000,443200,454267
,동구,,,138804,139310,140268,140827,141363,141655,142269,142560,142750,142685,142898,143625,143911,143911,144411,148095,149571,151405,152500,153310,153917,154917,155917,157800,166403,167670,168739,169534,170330,170943,171659,172411,173948,174982,176347,177840,178999,180326,181395,183118,184827,186500,227293,228484,230415,231840,232755,232766,232596,232189,231179,230689,230049,229002,228364,227396,226726,226652,226682,226501,226314,225916,225563,225248,224805,224644,224912,226016,227052,227478,228159,240310,240802,240845,240922,241207,241121,241405,241345,241552,242155,243181,243250,243310,252683,252400,252017,251642,251233,251217,251717,252217,252242,252600,252892,253275,268653,269000,268984,268605,268306,268548,268968,269621,270484,271113,272065,273786,279040,285323
,서구,,,148453,149172,149750,150238,150355,150495,150489,150816,150816,151328,152038,153867,155109,155367,155555,156352,157211,157961,158422,158594,158891,159922,160688,161406,165235,166162,167721,168868,169574,170103,170426,170794,171471,171853,172471,173765,174618,175412,176353,178206,179221,181191,219147,220338,221191,221632,222059,222250,222250,221985,221618,221191,221088,220926,220794,220647,220559,220529,220471,220132,220000,219794,219529,219162,219000,218618,218632,219147,219632,219971,220353,223242,223484,223806,224919,225306,225484,225242,225403,225597,225968,226839,227452,228532,233872,235055,235555,236388,236888,237533,238150,239033,239133,239283,239650,240600,241967,243583,244467,244117,244100,244783,245467,246500,249850,252367,257033,261917,267350,271917
,남구,,,151750,152288,152673,153000,153327,153702,153856,154327,154538,155385,156250,157508,160106,160327,160442,161519,163462,164538,166038,166962,167346,168808,170846,174538,179850,181750,183550,184600,185200,185800,186733,187317,187983,188750,190317,191917,193617,195483,196950,198683,200917,204567,232917,235050,239100,243017,245733,246133,245633,244900,243567,242067,240967,239133,238133,237133,236683,236500,236233,235900,235500,235400,235200,235100,234633,234700,234867,235350,235983,236650,237450,235315,235870,236963,238074,238574,239519,239741,240296,240704,240778,241296,241611,242204,260964,261571,261893,262661,263196,263821,264339,265464,265929,266839,268089,272071,281552,283293,282759,282707,282759,282931,283586,284414,285500,287052,289810,294793,296483,299534
,북구,,,157028,158060,159248,159441,159757,159968,160038,160157,160481,160925,161141,161921,163061,163842,164504,166184,167996,170009,174342,176842,179009,180868,183526,186561,189430,190675,191491,192263,192561,192982,192904,192974,193605,194246,195789,197237,198412,200149,201711,204807,206895,209719,224570,226851,229500,231395,232833,233404,233298,232982,232096,231272,230544,229474,228465,227754,226877,226421,226053,225754,225518,225175,225009,224711,223816,223465,223272,223570,223711,223904,224149,221375,221431,221021,220590,221181,221806,221847,222333,222806,223667,225014,225965,226139,235331,235266,235201,234987,234773,234286,233961,233636,233578,233558,233591,233890,246891,246846,246692,246064,245968,246032,246109,246494,246603,246949,247596,251212,252962,257359
,수성구,,,235034,235254,235898,236144,235924,235992,235102,235288,235254,235288,235280,235797,236534,236492,236390,238161,239644,241534,243127,244347,245237,246441,248297,251720,254737,257534,258814,260975,261949,262322,263458,265822,268847,272636,276737,281941,284127,286508,290364,295864,299932,303229,359593,361966,364449,365949,367797,367398,366449,365737,365203,364534,364178,362525,362068,361627,361263,361254,361271,361131,360911,360919,360860,360716,360699,361182,361784,369742,374547,376979,379564,416120,420852,425239,430246,436810,443282,446634,449345,451592,456303,464415,472444,479380,503616,504295,504589,503870,503411,503068,502356,500863,500740,501384,502219,504199,511412,512514,512331,511419,511520,513101,515851,524139,535841,548632,568595,587878,601135,615932
,달서구,,,170206,171051,172081,173765,174309,174321,174600,175110,175346,175904,176301,177779,178908,179408,179607,180412,182360,184651,188240,189659,190335,192166,194490,197026,200696,202358,203888,205375,206691,207346,207890,208316,209066,209588,210338,210787,211500,212000,212875,214699,216493,218441,243640,244993,248419,251544,253324,253265,252441,251426,250485,249596,249125,248654,248125,247162,246404,246037,245868,245353,245007,244522,244199,243846,243397,243257,243301,243706,244221,244735,245544,261429,261976,262441,262947,263629,263841,264200,264612,265135,265453,266200,267265,268124,276785,276837,276738,276145,275860,275453,275073,274968,275061,275724,276683,277578,280770,282138,282356,282276,282316,282966,283948,285580,288454,291678,296822,307293,312494,317851
,달성군,,,126014,127200,128643,130057,131457,131600,131800,132686,133600,134029,134757,135629,136129,136893,137579,139579,140664,141536,142507,142993,143779,145293,147636,150179,151750,152793,154021,155221,155650,155979,156679,157279,158000,158614,159129,159429,160043,160514,160700,160843,161071,163171,189271,190614,192329,192914,193514,193400,193143,192921,192401,191429,191443,190971,190314,189471,190538,190300,189725,189075,188800,188489,188164,187875,187695,187573,187530,187763,188365,189245,190174,210206,211008,211444,211685,212123,212269,212160,211467,211725,212038,212561,213024,213059,213297,213077,213229,213385,213289,213127,211684,210350,209899,209415,209560,209419,226594,226594,226047,225023,224234,224555,224633,224664,225258,226008,226977,229242,231563,234492
광주,,,,136544,136555,137294,137672,138470,139120,139444,139400,139373,139396,139551,140320,140341,140478,140606,140911,141099,141152,141124,141050,141024,141146,141344,141364,143063,143409,143641,143931,143991,144113,144333,144520,144800,145160,145486,145894,145904,146458,147435,149585,150687,152035,182302,182997,183032,183798,184723,185214,185191,185290,185282,185437,185403,185316,185072,184975,184977,185073,185186,185266,185411,185446,185451,185552,185677,185581,185801,185991,186223,186538,186751,198645,199020,199622,200240,200836,201405,201933,202783,203841,206391,208422,209286,210101,233935,234084,234174,234028,233594,233014,232514,232172,231987,231955,232058,232098,234795,234962,235014,234976,234781,234692,234753,234590,234530,234806,235687,240369,242475,243773
,동구,,,151115,151115,152769,154096,154673,156288,156750,156462,156904,156942,157462,157750,157942,158173,158385,158577,158788,159173,159115,158962,158962,159085,159219,159258,159219,159412,159527,160158,160154,160942,161365,161481,161712,162365,163058,163404,163788,164673,165962,167404,167942,168904,197865,199000,200077,201423,202192,202212,202077,201885,202038,202308,202577,202423,202115,202135,202135,202404,202442,202577,202981,202885,203000,202904,202808,202827,202885,202365,202038,201769,201635,192179,192679,192589,192321,192071,193000,193446,193857,194786,194964,195696,196411,197500,238426,238412,238426,238265,237993,237272,236654,236140,235860,235787,236022,236228,246615,246858,246953,246966,246993,246818,246932,247095,247473,247905,249115,255331,257723,258696
,서구,,,159945,159945,160431,160614,161681,163218,163973,164036,164309,164282,164455,164823,164823,165059,165345,166218,166400,166455,166436,166291,166236,166491,166718,166791,166955,167864,168218,168627,168682,168764,169182,169436,169955,170918,171627,172127,172800,173673,175091,177445,178700,180182,211609,212082,212773,213400,214045,214209,214145,214418,214118,214136,214536,214764,214391,214264,214355,214436,214482,214591,214809,214918,215100,215500,215745,215400,215745,216145,216327,216700,217009,213788,213917,214364,215008,216000,216553,217258,217970,219159,220591,222576,223780,226068,247299,247679,247791,247896,247687,247597,247336,247358,247321,247493,247537,247634,251500,251699,251801,251890,251875,251956,252191,252353,252375,252537,252971,255735,257375,258235
,남구,,,139487,139487,140023,140308,141308,141385,141564,141506,141869,142294,143173,143622,143788,143892,143946,144092,144519,144673,144609,144558,144558,144622,144865,144865,144840,145006,145506,145686,145814,145968,146263,146340,146519,146891,147224,147571,147904,148596,150013,151654,152718,154218,183603,184282,184590,185423,186051,186359,186449,186718,186667,187128,187051,187038,187038,187038,187128,187308,187462,187474,187612,187714,187894,187923,188342,188750,189195,189336,189782,190282,190513,238529,239202,239875,240817,241548,242683,244279,246163,248269,253750,257510,258490,258712,324575,324202,324255,324300,324036,322882,322082,320936,320305,319741,319723,319277,320864,320891,320909,320704,319835,319246,319022,316960,315638,316478,319277,328232,332313,334039
,북구,,,124306,124342,125007,125617,126136,126761,127380,127301,127118,126993,127141,127362,127156,127192,127335,127219,127179,127116,127125,127027,127018,127143,127268,127277,129033,129117,129200,129300,129300,129300,129375,129492,129670,129675,129692,130258,130592,131200,131625,133433,134058,135017,160642,161400,160308,160950,162175,162842,163008,163183,163442,163808,163692,163608,163458,163283,163150,163200,163383,163367,163433,163451,163070,163045,162643,162427,162442,162500,162423,162558,162406,170393,170501,170841,171154,170977,170927,170700,170653,170467,170450,170927,171260,171393,184345,184570,184729,184686,184241,183941,183634,183369,183263,183234,183347,183469,186939,187271,187402,187479,187424,187534,187649,187966,188216,188491,188802,190771,192131,193393
,광산구,,,127213,127213,128241,128426,129250,129315,128963,128907,128537,128574,128296,128444,128648,128815,128806,129176,129509,129593,129537,129556,129519,129546,129787,129778,133991,134244,134414,134821,134929,135113,135250,135523,135763,135927,136202,136380,136836,136955,137916,140608,142202,143845,179482,180232,180679,181571,182563,183277,183045,182884,182821,182696,182384,182018,181670,181616,181464,181554,181634,181821,181959,181941,182116,182179,182661,182625,182875,183170,183750,184205,184777,197326,198028,199111,200007,201174,202083,202750,204229,206014,211153,214229,215347,215931,230493,230662,230689,230128,229405,228432,227696,227412,227264,227338,227520,227642,228283,228300,228233,228040,227847,227670,227663,227613,227707,227763,228603,235410,237670,239203
대전,,,,205634,204258,203850,203209,202681,201057,199842,197911,197606,197750,198113,197903,197958,197748,197880,198459,198701,198755,198131,197619,197420,197869,198306,198757,203909,203733,203513,203237,202936,202692,202531,202520,202798,203133,203287,203253,203857,203870,203998,204104,204146,204166,206456,206415,206150,206354,206581,206395,206179,206030,206044,206017,206022,205974,206056,206194,210577,210740,211026,211281,211495,211708,211858,211931,211935,211875,211997,212794,213261,213782,214581,215472,216018,216719,217117,217367,217422,217556,217711,218187,218646,221082,223846,226001,241945,242256,242391,242538,243448,244651,245739,248456,251975,256712,261965,266658,283351,288119,294267,297965,299216,308667,312194,315099,320793,324401,329320,337173,342544,348897
,동구,,,152271,152124,151619,151212,150800,148682,147608,146610,146615,147792,149326,150116,150191,149426,149221,150100,150556,150506,150306,150115,150125,150493,150846,151228,158809,158783,159145,159132,159118,159276,159750,159974,160066,160711,161145,161671,164064,164333,164538,164667,164859,165051,166231,166436,166615,166923,167385,167308,167231,167269,167436,167538,167615,167667,167846,167962,168115,168321,168487,168603,167744,167782,167872,168013,168179,168218,168705,169744,170365,170699,171487,174216,174398,174477,174500,174705,174682,174591,174523,174500,174420,174386,174239,174261,181826,181500,181023,180721,180663,180698,180849,181442,184070,187517,190360,191587,232728,235870,240609,248022,250473,259940,261946,263870,266304,267598,269598,273337,276402,279793
,중구,,,190308,190564,190635,190763,190615,190519,189596,188788,188372,188372,188333,188321,188179,188095,188050,187803,188022,188045,187803,187135,187181,187383,187459,187464,187315,187071,186863,186519,186255,186150,185779,185542,186077,186859,187218,187526,187577,188064,188295,188590,189282,189346,190538,190910,191090,191833,192038,191987,191801,191494,191372,191256,191167,191128,191103,191269,191301,191718,192103,192628,192801,192987,193282,193712,194019,194327,194577,194885,195077,195333,195974,183776,184245,184480,184761,185000,185071,185214,185663,185990,186122,186582,187214,187520,189125,189354,189323,189552,191000,192958,194323,196313,200667,206385,210443,215130,222082,225541,229612,231546,232321,237949,240071,241490,242837,244429,246571,249694,253418,257306
,서구,,,222276,221876,221559,220233,219400,217502,215693,212327,212101,211967,212017,211883,211933,211583,211558,211742,211575,211408,210790,210437,210320,210835,211268,211577,212243,212172,211775,211792,211817,211492,211150,210908,210850,210850,210858,210717,210700,210625,210683,210717,210425,210267,212100,211933,211658,211738,211942,211567,211292,211100,211042,211130,211013,210972,211062,211164,215415,215565,215842,216011,216592,216911,217113,217232,217089,216782,216685,218092,218576,219415,220561,221825,222713,223540,223772,224094,224557,224814,225013,225478,225725,229482,234543,238796,258594,259231,259433,259447,259710,260203,261398,265131,269172,274394,280367,285476,291976,297695,305325,308949,310733,320699,325267,327452,332363,335911,339644,346353,351949,358791
,유성구,,,257542,251802,250823,250302,249844,246990,245875,243938,243219,243406,244073,244188,244406,244542,245302,247052,247802,248333,246984,246120,245417,245885,246427,247281,261039,260588,260667,259853,259049,258706,258431,258294,258412,258422,258304,257745,257892,257559,257667,257647,257686,257775,257520,257196,256275,256343,256510,256304,256029,255892,255990,255814,256029,255941,256029,256275,266362,266414,266750,267086,267397,267612,267647,267845,267712,267621,267764,268099,268724,269259,269934,270855,271327,272726,273669,273984,273613,273786,273988,275238,276899,281327,285222,287810,307735,308129,308621,309280,311689,314614,316409,320432,324583,330606,338773,346174,379396,386134,394104,397791,398022,411216,415709,421172,433444,440310,451160,467810,476101,486190
,대덕구,,,140000,140000,139806,139778,139431,139361,139222,139194,139194,139194,139250,139208,139208,139208,139236,139542,139833,139807,139536,139056,138997,139614,140403,141156,147509,147454,146572,146238,145567,145133,145264,146145,147526,148500,148995,149184,149237,149250,149401,149678,149671,149829,151526,151618,151632,151645,151842,151961,151842,151809,151875,151783,151776,151671,151750,151763,151829,151875,152074,152203,152347,152462,152575,151680,151826,151958,152109,152464,152757,152864,153114,165232,165414,165546,165844,165796,165606,165523,165286,164869,164411,163971,163485,163250,178406,178319,178329,178103,177933,177672,177464,177365,177641,178005,178651,179688,180651,181625,183458,185464,186604,191115,192885,195427,198396,200260,202635,205365,208344,211500
울산,,,,195867,197359,198584,199947,201169,201971,200864,200353,199942,199605,200196,199271,199022,198705,198385,198515,198617,198945,199234,198991,198915,199270,199693,199746,202489,202797,203181,203611,204156,205045,205818,206532,207242,207817,208287,208807,209738,210239,210742,211603,212361,213306,225099,225679,226642,227693,228654,229474,230060,230666,231017,231294,231628,231604,231207,230955,232098,232524,232567,232449,232153,231965,231888,231639,231328,230895,230503,230004,229708,229313,228421,244330,243398,242557,241905,240742,238710,236946,234876,232433,230873,228787,226564,224176,228610,227430,226303,224992,224167,223433,223024,222781,222605,223171,224383,226046,232432,234163,235633,236337,236837,238281,240574,243182,247128,250905,255889,267834,274755,278281
,중구,,,229686,230300,230557,231114,231786,232957,233229,232557,232686,232729,232214,231314,230714,230486,230257,230900,231543,233157,234571,234571,234614,235086,235657,235614,235571,235986,236314,237071,237857,238614,239171,240300,241657,243014,244114,245100,245871,247071,248829,251000,252400,254043,289033,290739,293261,296598,299989,303163,305261,307152,308446,309685,311022,311380,311522,311717,317470,317870,317770,317510,317410,317280,317050,316370,316170,315820,315280,315040,314730,314385,313335,283363,282238,281313,280650,279025,276413,275000,272550,270200,268463,266500,263763,260925,271716,270635,269068,267155,265851,264568,263770,263446,263311,264027,265514,267595,270145,271605,273026,273316,273671,274724,277461,281645,286678,290974,296914,308342,316803,323618
,남구,,,230390,230730,231420,232840,234060,233615,230900,230170,228840,227600,228440,227450,227090,226690,226170,226410,226660,226890,227100,226800,226720,227100,227470,227610,228070,228680,229260,229900,230780,231320,232040,232760,233650,234090,234440,235050,234940,235360,235390,235780,236210,237090,243900,244300,244780,245380,245880,246360,246830,247350,247700,247800,248292,248682,248872,249182,249742,250212,250590,250810,250680,250860,250870,250890,250880,250720,250640,250530,250420,250240,249900,291037,291009,290769,289926,289278,287593,286120,284278,281806,280648,278417,276037,273685,265846,264779,264096,263087,262712,262279,262481,262567,262644,263337,265163,267635,271802,274160,276340,276972,277509,280236,284396,289047,297038,305000,314604,334047,341142,343925
