계약년월,계약일,시군구,주택유형,도로조건,연면적(㎡),대지면적(㎡),거래금액(만원),건축년도,해제사유발생일
202009,24,세종특별자치시 연기면 보통리,다가구,8m미만,493.86,505,"89,000",1990,
202009,24,세종특별자치시 연기면 보통리,다가구,8m미만,493.86,532,"90,000",,20201015
202009,24,세종특별자치시 연기면 보통리,다가구,8m미만,493.86,532,"89,000",2014,
202009,24,세종특별자치시 연기면 보통리,다가구,8m미만,493.86,595.2,"90,000",,20201015
202009,24,세종특별자치시 연기면 보통리,다가구,8m미만,493.86,619.8,"90,000",,20201015
202009,24,세종특별자치시 전의면 동교리,단독,12m미만,221.91,261.2,"44,000",2012,
202009,25,세종특별자치시 조치원읍 평리,단독,8m미만,77.19,194.7,"17,209",1980,
202009,28,세종특별자치시 금남면 봉암리,단독,8m미만,54.51,253,"15,900",1910,
202009,29,세종특별자치시 소정면 대곡리,단독,8m미만,116.85,469,"12,000",2010,
202009,30,세종특별자치시 전의면 유천리,단독,8m미만,71.64,271,"10,500",1997,
202010,5,세종특별자치시 금남면 금천리,단독,8m미만,80,1253,"39,560",2010,
202010,5,세종특별자치시 부강면 행산리,단독,8m미만,43.05,1253,"19,700",2020,
202010,7,세종특별자치시 장군면 도계리,단독,-,235.71,950,"150,000",1990,20201020
202010,13,세종특별자치시 장군면 도계리,단독,8m미만,76,403,"29,700",1978,
202010,14,세종특별자치시 연기면 보통리,다가구,8m미만,481.96,488,"93,560",1990,
202010,14,세종특별자치시 연기면 보통리,다가구,8m미만,481.96,488,"89,000",1990,20201127
202010,15,세종특별자치시 연서면 고복리,단독,8m미만,138.96,860,"82,400",2017,
202010,15,세종특별자치시 조치원읍 교리,단독,12m미만,201.69,201.69,"28,000",1988,20201111
202010,15,세종특별자치시 조치원읍 교리,단독,12m미만,201.69,285.6,"32,700",1988,
202010,15,세종특별자치시 조치원읍 죽림리,단독,8m미만,98.73,167,"23,000",1979,
202010,16,세종특별자치시 연서면 월하리,단독,8m미만,212.91,496,"35,000",2009,
202010,16,세종특별자치시 전의면 읍내리,단독,12m미만,67.44,614,"56,383",1925,
202010,16,세종특별자치시 조치원읍 명리,단독,12m미만,79.43,188,"24,700",1975,
202010,20,세종특별자치시 연동면 송용리,단독,8m미만,82.71,228,"15,700",1990,
202010,20,세종특별자치시 장군면 대교리,단독,8m미만,80.56,401,"29,000",1980,
202010,20,세종특별자치시 조치원읍 상리,단독,8m미만,171.97,126,"31,476",1996,
202010,21,세종특별자치시 연동면 내판리,단독,8m미만,84.32,661,"51,000",1995,
202010,26,세종특별자치시 부강면 금호리,단독,8m미만,142.96,193.26,"24,377",2016,
202010,26,세종특별자치시 전동면 송곡리,단독,8m미만,108.1,623,"15,000",1950,
202010,26,세종특별자치시 조치원읍 신안리,다가구,12m미만,378.81,263,"49,000",1999,
202010,27,세종특별자치시 소정면 대곡리,단독,8m미만,83.43,351,"10,500",1981,
202010,29,세종특별자치시 연서면 봉암리,단독,8m미만,72.2,244,"20,000",1988,
202010,29,세종특별자치시 조치원읍 평리,단독,8m미만,141.3,159,"13,000",1985,
202010,30,세종특별자치시 연기면 보통리,단독,8m미만,66,238,"18,000",1990,
202011,1,세종특별자치시 연서면 신대리,단독,8m미만,72.09,373,"22,000",2013,
202011,2,세종특별자치시 금남면 두만리,단독,8m미만,114.37,397,"30,000",2004,
202011,2,세종특별자치시 금남면 용담리,단독,8m미만,54.78,203,"9,000",1963,
202011,2,세종특별자치시 금남면 용담리,단독,8m미만,69.91,387,"23,000",1963,
202011,2,세종특별자치시 연서면 기룡리,단독,8m미만,54.22,374,"10,000",1960,
202011,2,세종특별자치시 전의면 관정리,단독,25m미만,183.13,489,"30,000",2002,
202011,3,세종특별자치시 연서면 성제리,단독,8m미만,60.79,196,"13,800",1990,
202011,3,세종특별자치시 전동면 미곡리,단독,8m미만,246.25,740,"35,000",2004,
202011,3,세종특별자치시 조치원읍 신흥리,단독,12m미만,122.91,124,"23,000",1987,
202011,4,세종특별자치시 전동면 노장리,단독,8m미만,113.9,470,"11,855",2007,
202011,4,세종특별자치시 전동면 노장리,단독,8m미만,306.56,990,"28,491",2005,
202011,4,세종특별자치시 조치원읍 죽림리,단독,12m미만,123.96,118,"20,000",1986,
202011,5,세종특별자치시 금남면 대박리,단독,8m미만,157.05,362,"41,700",2015,
202011,5,세종특별자치시 금남면 대박리,단독,8m미만,157.05,362,"41,700",2015,20210128
202011,6,세종특별자치시 장군면 금암리,단독,8m미만,190.6,486,"44,000",2004,
202011,9,세종특별자치시 조치원읍 신안리,다가구,8m미만,533.76,368,"59,950",2000,20210109
202011,9,세종특별자치시 조치원읍 신안리,다가구,8m미만,733.17,464,"59,950",2000,
202011,10,세종특별자치시 조치원읍 교리,단독,25m미만,218.18,125.4,"50,000",1993,
202011,10,세종특별자치시 조치원읍 서창리,다가구,8m미만,487.67,310,"37,000",2002,
202011,11,세종특별자치시 부강면 문곡리,단독,8m미만,83.16,579,"22,000",1990,
202011,11,세종특별자치시 전의면 동교리,단독,8m미만,27.44,303,"31,000",1945,
202011,12,세종특별자치시 금남면 용포리,다가구,8m미만,417.65,300,"85,000",2014,
202011,13,세종특별자치시 아름동,단독,12m미만,199.49,346.5,"85,000",2020,
202011,13,세종특별자치시 연동면 응암리,단독,8m미만,135.5,660,"15,000",1990,
202011,14,세종특별자치시 전동면 송성리,단독,8m미만,56.86,261,"8,500",1901,
202011,15,세종특별자치시 연동면 내판리,단독,8m미만,72.62,466,"52,000",2017,
202011,16,세종특별자치시 금남면 성덕리,단독,8m미만,62.81,559,"22,800",1928,
202011,17,세종특별자치시 금남면 발산리,단독,12m미만,131.64,330,"56,000",2010,
202011,17,세종특별자치시 부강면 금호리,단독,12m미만,99.82,897,"86,200",2009,
202011,17,세종특별자치시 조치원읍 상리,단독,12m미만,97.86,210,"25,000",1996,
202011,17,세종특별자치시 조치원읍 신안리,단독,8m미만,139.18,166,"20,000",1981,
202011,17,세종특별자치시 조치원읍 원리,단독,12m미만,138.8,148.4,"28,000",1974,
202011,18,세종특별자치시 장군면 대교리,단독,8m미만,154.97,542,"33,500",2018,
202011,19,세종특별자치시 고운동,단독,12m미만,249.97,341,"124,000",2015,20210104
202011,19,세종특별자치시 연서면 쌍류리,단독,8m미만,116.64,285,"10,800",1997,
202011,20,세종특별자치시 금남면 원봉리,단독,8m미만,145.4,936,"80,000",2006,
202011,20,세종특별자치시 장군면 은용리,단독,8m미만,89.1,626,"25,000",1997,
202011,20,세종특별자치시 조치원읍 교리,단독,8m미만,124.14,202.6,"33,500",1979,
202011,25,세종특별자치시 장군면 송문리,단독,8m미만,96.7,665,"36,000",2011,
202011,25,세종특별자치시 조치원읍 명리,단독,12m미만,99.58,188,"18,800",1976,
202011,25,세종특별자치시 조치원읍 신흥리,단독,12m미만,53.46,146,"14,900",1974,
202011,26,세종특별자치시 조치원읍 명리,단독,8m미만,77.82,149,"18,000",1989,
202011,27,세종특별자치시 금남면 용포리,다가구,8m미만,272.08,169,"58,500",2013,
202011,28,세종특별자치시 금남면 영대리,단독,8m미만,113.02,797,"37,000",1962,
202011,28,세종특별자치시 연서면 월하리,단독,-,79.43,283,"22,000",2020,20210121
202011,28,세종특별자치시 연서면 월하리,단독,8m미만,79.43,283,"22,000",1980,
202011,28,세종특별자치시 전동면 석곡리,단독,8m미만,83.01,690,"17,500",1985,
202011,28,세종특별자치시 전의면 읍내리,단독,12m미만,90,482,"16,500",1999,
202011,30,세종특별자치시 연동면 문주리,단독,8m미만,72.5,333,"20,716",1998,
202011,30,세종특별자치시 전동면 송곡리,단독,8m미만,160.31,730,"19,140",1996,
202012,1,세종특별자치시 장군면 대교리,단독,12m미만,97.74,624,"90,000",1998,
202012,1,세종특별자치시 장군면 도계리,단독,8m미만,79.33,167,"10,000",1960,
202012,2,세종특별자치시 연동면 문주리,단독,8m미만,49.59,726,"70,276",1911,
202012,3,세종특별자치시 금남면 영대리,단독,8m미만,99.27,99.27,"6,500",1997,
202012,3,세종특별자치시 연기면 보통리,다가구,8m미만,481.96,483,"96,600",2014,
202012,3,세종특별자치시 연서면 월하리,단독,8m미만,187.25,490,"33,000",1995,
202012,3,세종특별자치시 조치원읍 서창리,단독,8m미만,32.34,243,"14,000",1937,
202012,4,세종특별자치시 연서면 봉암리,단독,8m미만,67.5,146,"12,500",1980,
202012,4,세종특별자치시 조치원읍 명리,단독,12m미만,67.45,188,"18,500",1978,
202012,4,세종특별자치시 조치원읍 상리,단독,8m미만,113.19,326,"24,822",1946,
202012,4,세종특별자치시 조치원읍 서창리,단독,25m미만,93,231,"8,060",1959,
202012,5,세종특별자치시 연서면 청라리,단독,8m미만,105.78,657.4,"22,000",1968,
202012,7,세종특별자치시 금남면 용포리,다가구,8m미만,429.99,461,"70,000",2012,
202012,7,세종특별자치시 조치원읍 신흥리,단독,12m미만,53.46,113,"12,000",1974,
202012,9,세종특별자치시 장군면 도계리,단독,8m미만,36.36,334,"50,500",1947,
202012,9,세종특별자치시 장군면 봉안리,단독,8m미만,177.84,573,"73,217",2017,
202012,10,세종특별자치시 장군면 송문리,단독,8m미만,199.78,466,"22,000",2005,20201216
202012,10,세종특별자치시 조치원읍 신안리,다가구,8m미만,189.12,150,"17,700",1999,
202012,11,세종특별자치시 금남면 영치리,단독,8m미만,196.4,330,"30,296",2005,
202012,12,세종특별자치시 장군면 도계리,다가구,8m미만,500.25,504,"72,850",2013,
202012,14,세종특별자치시 금남면 성덕리,단독,8m미만,140.13,554,"30,700",1985,
202012,14,세종특별자치시 연기면 수산리,단독,8m미만,104.98,493,"34,710",2018,20210209
202012,14,세종특별자치시 연기면 수산리,단독,8m미만,104.98,493,"34,664",2018,
202012,14,세종특별자치시 조치원읍 평리,단독,8m미만,55.32,132,"10,500",1975,
202012,18,세종특별자치시 연서면 기룡리,단독,8m미만,45.95,217,"4,000",1945,
202012,19,세종특별자치시 부강면 부강리,단독,8m미만,66.06,690,"24,750",1982,
202012,21,세종특별자치시 연서면 청라리,단독,12m미만,75.2,719,"44,500",1997,
202012,22,세종특별자치시 연기면 연기리,단독,8m미만,84.24,522,"53,000",1993,
202012,23,세종특별자치시 연동면 내판리,단독,8m미만,50.96,360,"9,000",2004,
202012,24,세종특별자치시 금남면 금천리,단독,8m미만,76.08,440,"20,000",1944,
202012,24,세종특별자치시 금남면 도남리,단독,8m미만,180.13,551,"67,100",2004,
202012,24,세종특별자치시 연서면 봉암리,단독,8m미만,117.79,332,"17,500",1983,
202012,28,세종특별자치시 금남면 대박리,단독,8m미만,121.63,521,"52,000",2015,
202012,28,세종특별자치시 전동면 노장리,단독,8m미만,191.34,660,"16,000",1998,
202012,29,세종특별자치시 장군면 도계리,단독,8m미만,235.71,950,"47,100",1990,
202012,29,세종특별자치시 전동면 미곡리,단독,8m미만,129.96,1482,"35,000",2014,
202012,30,세종특별자치시 조치원읍 원리,단독,8m미만,205.05,142.8,"30,000",1977,
202012,31,세종특별자치시 전의면 동교리,단독,8m미만,120.69,274,"10,000",1993,
