계약년월,계약일,시군구,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),거래금액(만원),층,건축년도,해제사유발생일
201706,2,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"12,500",2,1984,
201706,5,세종특별자치시 전의면 관정리,259,3,"정원빌리지(101,102동)",56.46,62.96,"5,600",1,2010,
201706,5,세종특별자치시 조치원읍 침산리,148,7,무궁화(나),53.16,51.44,"4,000",1,1989,
201706,8,세종특별자치시 부강면 부강리,1008,1,송정빌라,27.74,24.06,"2,000",2,2001,
201706,8,세종특별자치시 부강면 부강리,1008,1,송정빌라,27.74,24.06,"2,000",3,2001,
201706,11,세종특별자치시 전의면 관정리,262,5,홍성맨션2차,53.965,75.94,"5,100",1,2002,
201706,14,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.2,69.48,"11,300",4,2014,
201706,14,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,500",2,1984,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.0687,19.19,"5,590",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.717,19.81,"5,823",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.881,15.19,"4,193",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.881,15.19,"4,426",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.881,15.19,"4,193",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.8259,15.13,"4,193",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,21.2244,20.3,"5,590",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.589,21.6,"6,289",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,19.157,18.32,"5,124",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.589,21.6,"6,289",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.0257,21.06,"6,173",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.725,15.04,"4,426",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,23.9406,22.89,"6,639",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.343,19.45,"5,707",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,24.2841,23.22,"6,406",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.8217,21.82,"6,056",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.0687,19.19,"5,357",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,426",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.2003,19.32,"5,357",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.881,15.19,"4,426",4,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.717,19.81,"5,474",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.589,21.6,"5,940",2,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.0687,19.19,"5,590",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.0687,19.19,"5,590",5,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.881,15.19,"4,426",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.881,15.19,"4,426",5,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.881,15.19,"4,426",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,27.2216,26.03,"7,570",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,18.8283,18.01,"5,240",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,21.5014,20.56,"6,056",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,18.8283,18.01,"5,240",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,15.881,15.19,"4,426",5,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.589,21.6,"6,289",5,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,18.8283,18.01,"5,240",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,23.0857,22.08,"6,522",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.589,21.6,"6,289",5,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.8217,21.82,"6,406",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,17.3137,16.56,"4,775",5,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,30.085,28.77,"8,385",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,22.589,21.6,"6,289",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.85,16.11,"4,659",5,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,33.9845,32.5,"9,550",5,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,16.661,15.93,"4,659",3,2015,
201706,20,세종특별자치시 조치원읍 정리,112,0,세진시티빌,20.2003,19.32,"5,590",3,2015,
201706,26,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"12,500",1,1984,
201707,1,세종특별자치시 조치원읍 신흥리,106,0,주공연립,55.35,108.78,"10,500",1,1984,
201707,2,세종특별자치시 조치원읍 평리,5,3,대원주택,54.09,50.38,"6,800",3,1992,
201707,5,세종특별자치시 전의면 관정리,259,7,"정원빌리지(103,104동)",56.46,63.05,"6,000",1,2010,
201707,5,세종특별자치시 전의면 관정리,259,7,"정원빌리지(103,104동)",56.46,63.05,"6,000",2,2010,
201707,5,세종특별자치시 전의면 관정리,259,7,"정원빌리지(103,104동)",56.46,63.05,"6,000",2,2010,
201707,5,세종특별자치시 전의면 관정리,259,7,"정원빌리지(103,104동)",56.46,63.05,"6,000",1,2010,
201707,5,세종특별자치시 조치원읍 원리,132,5,고려2동,80.685,44.93,"7,000",1,1984,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,15.008,9.39,"4,000",3,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,15.368,9.61,"4,000",2,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,15.368,9.61,"4,000",3,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,12.828,8.02,"3,700",5,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,15.008,9.39,"4,000",2,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,12.828,8.02,"3,700",2,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,12.828,8.02,"3,700",2,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,12.828,8.02,"3,700",3,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,12.828,8.02,"3,700",3,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,15.008,9.39,"4,000",4,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,15.008,9.39,"4,000",5,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,15.368,9.61,"4,000",4,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,12.828,8.02,"3,700",4,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,12.828,8.02,"3,700",4,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,15.368,9.61,"4,000",5,2013,
201707,10,세종특별자치시 조치원읍 남리,37,4,동그라미,12.828,8.02,"3,700",5,2013,
201707,11,세종특별자치시 조치원읍 상리,121,4,제이드팰리스,23.85,9.27,"6,850",5,2015,
201707,12,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"7,100",2,1988,
201707,19,세종특별자치시 부강면 부강리,1008,7,송정빌라(A),106.03,75.96,"11,500",4,2001,
201707,20,세종특별자치시 조치원읍 신흥리,106,0,주공연립,57.51,113.04,"10,700",3,1984,
201707,21,세종특별자치시 연서면 월하리,618,7,삼풍,54.09,51.63,"8,000",4,1991,
201707,21,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"12,000",1,1984,
201707,27,세종특별자치시 연기면 연기리,601,2,수정다세대주택(1동),55.29,41.08,"3,800",1,1994,
201707,28,세종특별자치시 조치원읍 평리,23,10,평동,58.2225,30.45,"2,950",2,1983,
201708,3,세종특별자치시 조치원읍 원리,132,4,고려3동,63.175,36.22,"6,300",1,1984,
201708,5,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"6,800",3,1988,
201708,7,세종특별자치시 전의면 관정리,259,3,"정원빌리지(101,102동)",56.46,62.96,"5,900",3,2010,
201708,17,세종특별자치시 조치원읍 명리,23,3,QueenPalace,61.33,29.16,"13,400",3,2013,
201708,21,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"8,300",2,1988,
201708,23,세종특별자치시 부강면 부강리,988,5,안흥7동,50.14,42.75,"6,000",1,1991,
201709,1,세종특별자치시 조치원읍 신흥리,106,0,주공연립,55.35,108.78,"10,200",3,1984,
201709,4,세종특별자치시 연서면 월하리,618,7,삼풍,54.09,51.63,"8,000",4,1991,
201709,5,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.2,69.48,"12,000",4,2014,
201709,8,세종특별자치시 장군면 도계리,49,2,A동,44.9,30.11,"3,800",1,1991,
201709,14,세종특별자치시 조치원읍 원리,132,5,고려2동,63.175,35.18,"4,850",2,1984,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,25.56,30.17,"3,300",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,25.56,30.16,"3,300",1,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,25.56,30.16,"3,300",1,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,25.56,30.16,"3,300",1,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,25.56,30.16,"3,300",1,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,25.56,30.16,"3,300",1,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,25.56,30.16,"3,300",1,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,25.56,30.17,"3,300",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,18,무궁화타운비동,21.24,25.07,"3,060",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,20.52,27.95,"3,000",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,25.56,34.82,"3,300",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,20.52,27.95,"3,000",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,20.52,27.95,"3,000",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,20.52,27.95,"3,000",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,20.52,27.95,"3,000",3,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,25.56,34.82,"3,300",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,20.52,27.95,"3,000",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,20.52,27.95,"3,000",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,20.52,27.95,"3,000",2,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,25.56,34.82,"3,300",1,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,25.56,34.82,"3,300",1,1996,
201709,15,세종특별자치시 조치원읍 신안리,172,19,무궁화타운시동,25.56,34.82,"3,300",1,1996,
201709,18,세종특별자치시 조치원읍 명리,23,3,QueenPalace,61.33,29.16,"13,100",5,2013,
201709,20,세종특별자치시 조치원읍 상리,121,4,제이드팰리스,27.33,10.62,"7,100",6,2015,
201709,30,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,500",2,1984,
201710,10,세종특별자치시 연서면 월하리,618,7,삼풍,54.09,51.63,"8,000",4,1991,
201710,12,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"12,300",2,1984,
201710,17,세종특별자치시 금남면 용포리,82,0,세룡빌라,59.49,60.73,"5,000",4,1994,
201710,19,세종특별자치시 부강면 부강리,490,0,부강경남빌라,63.33,44.38,"6,500",3,1994,
201710,20,세종특별자치시 전의면 관정리,262,1,"정원빌리지(105,106동)",54.21,60.71,"6,000",2,2010,
201710,24,세종특별자치시 전동면 노장리,582,1,태수빌라,53.46,52.58,"3,400",4,1991,
201711,1,세종특별자치시 조치원읍 신흥리,106,0,주공연립,55.35,108.78,"10,600",1,1984,
201711,2,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"7,000",3,1988,
201711,6,세종특별자치시 조치원읍 원리,132,16,고려4동,61.26,49.77,"5,470",3,1984,
201711,7,세종특별자치시 부강면 부강리,988,15,안흥1동,54.28,43.25,"4,000",3,1991,
201711,7,세종특별자치시 조치원읍 신흥리,106,0,주공연립,55.35,108.78,"10,900",1,1984,
201711,9,세종특별자치시 조치원읍 원리,132,16,고려4동,61.26,49.77,"5,400",1,1984,
201711,15,세종특별자치시 조치원읍 죽림리,4,11,동진빌라(가),48.41,39.33,"6,300",3,1990,
201711,26,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,600",2,1984,
201711,28,세종특별자치시 금남면 용포리,82,0,세룡빌라,59.49,60.74,"8,000",3,1994,
201712,11,세종특별자치시 조치원읍 신흥리,106,0,주공연립,55.35,108.78,"10,700",2,1984,
201712,13,세종특별자치시 부강면 부강리,1008,1,송정빌라,22.42,19.44,"1,900",3,2001,
201712,20,세종특별자치시 연기면 연기리,443,16,보성풀하우스 101동,83.11,68.18,"18,000",3,2015,
201712,26,세종특별자치시 금남면 도남리,97,0,금강휴양림마을(프로방스빌),52.3,49.95,"24,000",1,2015,
201801,4,세종특별자치시 부강면 부강리,490,0,부강경남빌라,59.97,42.03,"4,800",5,1994,
201801,16,세종특별자치시 금남면 용포리,82,0,세룡빌라,59.49,60.73,"5,400",4,1994,
201801,17,세종특별자치시 조치원읍 침산리,263,1,화이트맨션,65.07,34.47,"8,000",2,2003,
201801,23,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"7,000",2,1988,
201801,23,세종특별자치시 조치원읍 죽림리,10,3,현대,61.76,43,"6,800",3,1985,
201801,26,세종특별자치시 보람동,744,0,스타힐타워Ⅱ,24.4267,7.06,"9,090",8,2016,
201801,27,세종특별자치시 조치원읍 죽림리,4,11,동진빌라(가),48.41,39.33,"6,800",3,1990,
201801,31,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"14,000",2,1984,
201802,2,세종특별자치시 조치원읍 침산리,166,70,무궁화빌라,66.96,73.93,"4,000",2,1989,
201802,6,세종특별자치시 전동면 노장리,582,1,태수빌라,50.22,49.41,"3,100",1,1991,
201802,22,세종특별자치시 연기면 연기리,443,16,보성풀하우스 101동,83.27,68.31,"15,000",4,2015,
201802,26,세종특별자치시 조치원읍 침산리,148,0,거성주택AB,40.94,38.76,"6,000",1,1989,
201802,27,세종특별자치시 조치원읍 침산리,148,0,거성주택AB,40.95,38.76,"6,800",2,1989,
201803,7,세종특별자치시 부강면 부강리,526,0,(526-0),64.82,121.64,"11,000",1,2012,
201803,13,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,700",1,1984,
201803,16,세종특별자치시 연기면 보통리,340,11,강람6동강람7동,58.77,36.5,"5,000",1,1993,
201803,21,세종특별자치시 장군면 도계리,218,11,"오성빌라A,B동",59.74,63,"7,000",3,1995,
201803,26,세종특별자치시 전의면 관정리,259,3,"정원빌리지(101,102동)",56.46,62.96,"6,300",2,2010,
201803,30,세종특별자치시 조치원읍 신흥리,106,0,주공연립,57.51,113.04,"10,600",3,1984,
201803,30,세종특별자치시 조치원읍 신흥리,106,0,주공연립,55.35,108.78,"11,000",3,1984,
201804,4,세종특별자치시 도담동,674,0,까사누보,22.686,8.48,"12,400",5,2015,
201804,10,세종특별자치시 부강면 부강리,401,170,(합)주연주택,56.55,49.38,"5,200",1,1990,
201804,12,세종특별자치시 조치원읍 신흥리,1,2,무궁화빌라,46.89,30.83,"6,300",2,1992,
201804,12,세종특별자치시 조치원읍 원리,132,16,고려4동,61.26,49.77,"5,000",2,1984,
201804,27,세종특별자치시 금남면 용포리,53,2,학산빌라,77.79,66.08,"6,900",3,1995,
201805,1,세종특별자치시 연기면 보통리,340,1,강람1동강람2동,48.6,35.4,"4,000",4,1991,
201805,2,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"14,000",1,1984,
201805,2,세종특별자치시 조치원읍 원리,132,5,고려2동,80.685,44.93,"5,000",2,1984,
201805,3,세종특별자치시 연기면 보통리,340,11,강람6동강람7동,58.77,36.5,"5,500",1,1993,
201805,18,세종특별자치시 조치원읍 명리,23,3,QueenPalace,61.33,29.16,"13,300",4,2013,
201805,20,세종특별자치시 금남면 도남리,97,0,금강휴양림마을(프로방스빌),58.686,53.73,"17,000",4,2015,
201805,24,세종특별자치시 조치원읍 침산리,148,0,거성주택AB,40.94,38.76,"6,000",1,1989,
201805,31,세종특별자치시 부강면 부강리,490,0,부강경남빌라,63.33,44.38,"4,500",2,1994,
201806,5,세종특별자치시 도담동,674,0,까사누보,21.422,7.99,"11,200",4,2015,
201806,5,세종특별자치시 도담동,674,0,까사누보,21.422,7.99,"11,400",6,2015,
201806,7,세종특별자치시 부강면 부강리,490,0,부강경남빌라,63.33,44.38,"5,000",3,1994,
201806,8,세종특별자치시 조치원읍 원리,132,16,고려4동,51.6,41.93,"4,200",2,1984,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",3,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",3,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",3,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,100",4,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,100",4,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,100",4,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,100",4,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,100",4,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",2,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",2,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",2,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.29,"2,100",1,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.29,"2,100",1,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.29,"2,100",1,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.29,"2,100",1,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",2,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",3,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",3,1995,
201806,14,세종특별자치시 조치원읍 서창리,154,10,강람빌라2동,26.07,25.12,"2,180",2,1995,
201806,17,세종특별자치시 연기면 보통리,340,8,강람4동강람5동,48.6,33.63,"4,100",3,1991,
201806,19,세종특별자치시 부강면 부강리,1008,3,송정빌라(B),74.1,57.28,"9,800",2,2001,
201806,29,세종특별자치시 연기면 연기리,601,2,수정다세대주택(1동),55.29,41.08,"4,100",2,1994,
201808,4,세종특별자치시 조치원읍 신흥리,17,1,"우성빌라(다,라동)",55.05,37.5,"6,500",3,1991,
201808,5,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"8,600",2,1988,
201808,11,세종특별자치시 조치원읍 침산리,148,0,거성주택AB,39.48,37.37,"6,000",1,1989,
201808,18,세종특별자치시 장군면 도계리,6,5,삼손빌라,83.89,76.57,"15,000",1,1999,
201808,21,세종특별자치시 장군면 도계리,6,5,삼손빌라,83.89,76.57,"13,500",4,1999,
201808,23,세종특별자치시 조치원읍 신흥리,106,0,주공연립,55.35,108.78,"12,000",2,1984,
201809,4,세종특별자치시 전의면 관정리,262,1,"정원빌리지(105,106동)",54.21,60.71,"6,300",3,2010,
201809,6,세종특별자치시 부강면 부강리,988,10,안흥3동,49.21,36.87,"5,900",1,1991,
201809,26,세종특별자치시 부강면 부강리,1008,3,송정빌라(B),80.69,62.38,"10,700",2,2001,
201810,14,세종특별자치시 금남면 용포리,144,0,금남주택,40.56,23.37,"3,000",3,1987,
201810,19,세종특별자치시 연서면 월하리,637,36,성은주택,59.4,173.7,"4,000",1,1984,
201810,19,세종특별자치시 조치원읍 정리,44,11,정동빌라1,72.36,56.01,"8,000",2,1992,
201811,5,세종특별자치시 부강면 부강리,988,14,안흥2동,50.14,37.37,"6,000",3,1991,
201811,6,세종특별자치시 전의면 관정리,262,4,홍성맨션1차,53.965,76,"4,900",3,2002,
201811,15,세종특별자치시 부강면 부강리,988,5,안흥7동,50.14,42.75,"5,600",1,1991,
201811,29,세종특별자치시 조치원읍 죽림리,212,1,(212-1),74.32,54.53,"4,000",3,1989,
201811,30,세종특별자치시 금남면 도남리,95,0,금강의휴양림마을(프로방스빌),52.182,39.68,"23,000",3,2015,
201811,30,세종특별자치시 금남면 도남리,95,0,금강의휴양림마을(프로방스빌),52.182,39.68,"33,000",4,2015,
201811,30,세종특별자치시 금남면 도남리,95,0,금강의휴양림마을(프로방스빌),54.342,41.32,"23,000",3,2015,
201812,13,세종특별자치시 부강면 부강리,526,0,(526-0),64.82,121.64,"11,300",2,2012,
201812,15,세종특별자치시 조치원읍 침산리,148,7,무궁화(나),53.16,51.44,"4,750",1,1989,
201812,27,세종특별자치시 연기면 보통리,340,6,강람주택3동,63.72,43.05,"3,000",2,1992,
201901,5,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"14,250",2,1984,
201901,7,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"8,500",3,1988,
201901,16,세종특별자치시 조치원읍 신흥리,106,0,주공연립,55.35,108.78,"9,500",1,1984,
201901,22,세종특별자치시 장군면 도계리,6,5,삼손빌라,83.89,76.57,"14,800",3,1999,
201901,24,세종특별자치시 조치원읍 죽림리,4,11,동진빌라(가),48.41,39.35,"4,800",2,1990,
201902,20,세종특별자치시 조치원읍 남리,69,14,남동연립A,54.24,35.15,"4,500",2,1997,
201902,27,세종특별자치시 전의면 관정리,262,4,홍성맨션1차,53.965,76,"4,200",4,2002,
201903,7,세종특별자치시 전의면 관정리,259,7,"정원빌리지(103,104동)",56.46,63.05,"6,300",3,2010,
201903,7,세종특별자치시 전의면 관정리,259,7,"정원빌리지(103,104동)",56.46,63.05,"6,300",4,2010,
201903,7,세종특별자치시 전의면 관정리,259,7,"정원빌리지(103,104동)",56.46,63.05,"6,300",3,2010,
201903,7,세종특별자치시 전의면 관정리,259,7,"정원빌리지(103,104동)",56.46,63.05,"6,300",4,2010,
201903,8,세종특별자치시 금남면 용포리,107,0,금융주택(107),59.2,40,"5,500",2,1991,
201903,11,세종특별자치시 연기면 연기리,443,16,보성풀하우스 101동,83.11,68.18,"15,500",3,2015,
201903,13,세종특별자치시 조치원읍 명리,61,1,명동빌라,64.4,43,"5,000",3,1982,
201903,20,세종특별자치시 금남면 용포리,82,0,세룡빌라,59.49,60.74,"7,900",3,1994,
201903,21,세종특별자치시 소담동,572,0,아이콤스타시티타워,27.9746,8.79,"12,700",7,2018,
201903,26,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,500",2,1984,
201903,27,세종특별자치시 부강면 부강리,989,6,상당1동,48.57,36.17,"5,200",1,1990,
201903,30,세종특별자치시 전의면 읍내리,182,12,프라임하우스 B동,62.14,46.13,"10,900",2,2015,
201904,1,세종특별자치시 조치원읍 번암리,74,0,로얄빌라,76.26,86.56,"8,200",1,1991,
201904,16,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"7,750",2,1988,
201904,26,세종특별자치시 조치원읍 서창리,144,15,초원빌라(A),50.49,63.75,"3,000",3,1991,
201905,2,세종특별자치시 소담동,576,0,펠리체타워2,30.25,9.3,"13,000",6,2017,
201905,9,세종특별자치시 조치원읍 원리,132,16,고려4동,61.26,49.77,"6,000",3,1984,
201905,16,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,500",1,1984,
