계약년월,계약일,시군구,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),거래금액(만원),층,건축년도,해제사유발생일
201905,20,세종특별자치시 연기면 연기리,601,2,수정다세대주택(1동),59.1,43.92,"4,000",2,1994,
201905,20,세종특별자치시 연서면 봉암리,391,1,대신빌리지,62.35,45.72,"5,200",2,2006,
201905,23,세종특별자치시 부강면 부강리,990,9,상당3동,43.32,29.63,"3,600",3,1990,
201905,30,세종특별자치시 조치원읍 원리,132,4,고려3동,80.685,46.26,"7,500",2,1984,
201906,3,세종특별자치시 부강면 부강리,1008,1,송정빌라,22.42,19.44,"1,900",3,2001,
201906,6,세종특별자치시 반곡동,4121,1004,더스테이빌딩,15.3613,5.07,"5,200",5,2018,
201906,6,세종특별자치시 조치원읍 봉산리,190,14,마이움 104동,48.3,73.63,"5,100",2,2014,
201906,6,세종특별자치시 조치원읍 봉산리,190,14,마이움 104동,48.3,73.63,"5,100",2,2014,
201906,11,세종특별자치시 조치원읍 봉산리,190,14,마이움 104동,48.3,73.63,"5,100",3,2014,
201906,12,세종특별자치시 전의면 관정리,262,5,홍성맨션2차,53.965,75.94,"3,600",4,2002,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.57,"18,100",4,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.2,86.93,"17,960",4,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.845,87.54,"17,550",1,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.765,87.46,"17,550",1,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.845,87.54,"18,100",2,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.765,87.46,"18,100",2,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.845,87.54,"18,100",3,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.57,"18,100",3,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.845,87.54,"18,100",4,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.765,87.46,"18,100",4,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.53,"17,780",3,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,648,"17,780",1,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,24.045,35.79,"6,308",1,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.2,86.93,"17,960",2,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.57,"18,100",2,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.2,86.93,"17,960",3,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.765,87.46,"18,100",3,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.53,"18,350",2,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.57,"17,520",1,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.2,86.93,"17,400",1,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.53,"18,350",4,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.53,"18,350",4,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.8,87.53,"18,350",3,2018,
201906,14,세종특별자치시 부강면 문곡리,669,7,청림맨숀,72.33,87.03,"17,632",2,2018,
201906,28,세종특별자치시 전동면 노장리,582,1,태수빌라,50.22,49.41,"5,000",1,1991,
201907,1,세종특별자치시 전의면 동교리,197,20,재동빌라,71.3,46.31,"9,000",1,1993,
201907,1,세종특별자치시 조치원읍 서창리,140,11,삼현빌라,48.53,37.3,"3,500",1,1989,
201907,4,세종특별자치시 부강면 부강리,990,5,상당7동,37.33,29.03,"2,300",1,1990,
201907,9,세종특별자치시 부강면 부강리,490,0,부강경남빌라,63.33,44.38,"5,450",1,1994,
201907,11,세종특별자치시 조치원읍 원리,132,7,고려1동,76.745,44.83,"5,200",1,1983,
201907,12,세종특별자치시 부강면 부강리,526,0,(526-0),65.2,122.35,"12,000",3,2012,
201907,24,세종특별자치시 부강면 부강리,988,14,안흥2동,50.14,37.37,"4,350",2,1991,
201908,10,세종특별자치시 부강면 부강리,490,0,부강경남빌라,59.96,42.02,"5,000",3,1994,
201908,10,세종특별자치시 소담동,576,0,펠리체타워2,30.25,9.3,"13,000",6,2017,
201908,10,세종특별자치시 전의면 관정리,262,4,홍성맨션1차,53.965,76,"4,850",2,2002,
201908,13,세종특별자치시 연기면 보통리,340,1,강람1동강람2동,48.6,35.4,"5,600",3,1991,
201909,16,세종특별자치시 조치원읍 침산리,167,6,용성빌라,64.23,42.25,"5,500",4,1991,
201909,18,세종특별자치시 연기면 연기리,601,2,수정다세대주택(1동),55.29,41.08,"4,000",1,1994,
201909,25,세종특별자치시 조치원읍 원리,132,5,고려2동,80.685,44.93,"6,000",3,1984,
201909,27,세종특별자치시 연서면 봉암리,391,1,대신빌리지,82.6,60.57,"8,000",3,2006,
201910,5,세종특별자치시 부강면 부강리,401,170,(합)주연주택,56.55,49.38,"5,500",1,1990,
201910,11,세종특별자치시 연기면 보통리,340,8,강람4동강람5동,48.6,33.63,"5,000",1,1991,
201910,27,세종특별자치시 전의면 관정리,262,4,홍성맨션1차,53.965,76,"3,800",4,2002,
201910,28,세종특별자치시 조치원읍 봉산리,190,7,마이움 103동,50.42,76.25,"5,900",2,2014,
201910,28,세종특별자치시 조치원읍 봉산리,190,7,마이움 103동,50.42,76.25,"5,900",2,2014,
201910,30,세종특별자치시 부강면 부강리,127,1,THE숲아파텔,68.25,37.89,"22,217",7,2019,
201911,1,세종특별자치시 조치원읍 남리,11,7,선일빌라1,49,54.67,"5,000",3,1991,
201911,22,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,500",1,1984,
201911,28,세종특별자치시 전의면 동교리,164,3,삼현A,48.51,43.72,"4,000",2,1990,
201912,17,세종특별자치시 보람동,744,0,스타힐타워Ⅱ,21.6349,6.25,"10,300",7,2016,
201912,26,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.69,69.89,"16,000",3,2014,
201912,26,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.2,69.89,"16,000",3,2014,
201912,26,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.2,69.48,"15,000",2,2014,
201912,28,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,500",1,1984,
201912,31,세종특별자치시 전의면 관정리,262,6,홍성맨션3차,53.965,77.15,"4,700",2,2002,
202001,17,세종특별자치시 조치원읍 죽림리,4,9,동진빌라(나),48.41,30.33,"6,900",3,1990,
202001,23,세종특별자치시 반곡동,4121,1004,더스테이빌딩,44.2708,14.6,"17,000",5,2018,
202001,23,세종특별자치시 반곡동,4121,1004,더스테이빌딩,45.4108,14.98,"17,000",6,2018,
202001,23,세종특별자치시 반곡동,4121,1004,더스테이빌딩,36.7038,12.11,"13,000",6,2018,
202001,29,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.2,69.11,"15,000",1,2014,
202001,30,세종특별자치시 보람동,743,0,스타힐타워Ⅰ,16.6229,4.95,"7,600",8,2016,
202002,2,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"13,000",2,1984,
202002,4,세종특별자치시 조치원읍 침산리,148,7,무궁화(나),53.16,51.44,"5,000",1,1989,
202002,5,세종특별자치시 반곡동,4121,1004,더스테이빌딩,45.4108,11.8,"18,000",5,2018,
202002,6,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.69,69.89,"13,000",1,2014,
202002,6,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.69,69.89,"13,000",1,2014,
202002,11,세종특별자치시 조치원읍 교리,3,0,제일,51.21,54.6,"6,600",3,1988,
202002,19,세종특별자치시 소정면 대곡리,457,6,대곡빌라,74.92,53,"5,650",1,1996,
202002,20,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.69,69.89,"15,000",3,2014,
202002,25,세종특별자치시 연기면 연기리,443,10,보성풀하우스 102동,83.69,69.89,"16,000",2,2014,
202002,26,세종특별자치시 보람동,744,0,스타힐타워Ⅱ,26.5949,7.69,"9,000",6,2016,
202002,27,세종특별자치시 조치원읍 신흥리,106,0,주공연립,57.51,113.04,"12,300",3,1984,
202002,28,세종특별자치시 반곡동,4121,1004,더스테이빌딩,36.7038,12.11,"11,500",5,2018,
202002,28,세종특별자치시 반곡동,4121,1004,더스테이빌딩,35.7788,11.8,"11,500",5,2018,
202003,4,세종특별자치시 도담동,674,0,까사누보,21.422,7.99,"9,200",6,2015,
202003,13,세종특별자치시 보람동,744,0,스타힐타워Ⅱ,21.6349,6.44,"8,500",6,2016,
202003,16,세종특별자치시 장군면 도계리,6,5,삼손빌라,83.89,76.57,"13,000",4,1999,
202003,18,세종특별자치시 보람동,743,0,스타힐타워Ⅰ,21.6349,6.44,"8,600",6,2016,
202003,20,세종특별자치시 보람동,743,0,스타힐타워Ⅰ,21.6349,6.44,"8,500",7,2016,
202003,20,세종특별자치시 조치원읍 신흥리,121,10,신흥빌라,48.3,52.33,"4,000",3,1989,
202003,20,세종특별자치시 조치원읍 신흥리,106,0,주공연립,67.9,133.43,"14,200",2,1984,
202003,23,세종특별자치시 연기면 보통리,340,1,강람1동강람2동,48.6,35.4,"4,200",3,1991,
202003,24,세종특별자치시 소담동,575,0,퍼스트시티,26.19,8.24,"12,000",8,2016,
202003,24,세종특별자치시 소담동,575,0,퍼스트시티,26.19,8.24,"12,000",8,2016,
202003,24,세종특별자치시 소담동,575,0,퍼스트시티,26.19,8.24,"12,000",8,2016,
202003,24,세종특별자치시 소담동,575,0,퍼스트시티,26.19,8.24,"12,000",8,2016,
202003,27,세종특별자치시 조치원읍 서창리,140,11,삼현빌라,48.53,37.3,"4,000",3,1989,
202003,28,세종특별자치시 조치원읍 원리,132,7,고려1동,62.08,36.31,"4,400",3,1983,
